title_id,title,publisher,isbn,rank,weeks_on_list,list_id,bestsellers_date
128,ATOMIC HABITS,Avery,9780735211292,1,0,14,2021-05-22
1587,NOISE,"Little, Brown Spark",9780316451406,2,0,14,2021-05-22
127,DARE TO LEAD,Random House,9780399592522,3,0,14,2021-05-22
1537,EMPIRE OF PAIN,Doubleday,9780385545686,4,0,14,2021-05-22
1448,NOMADLAND,Norton,9780393356311,5,0,14,2021-05-22
1610,THE TYRANNY OF BIG TECH,Regnery,9781684512393,6,0,14,2021-05-22
1503,EVERYTHING WILL BE OKAY,Twelve,9781538737088,7,0,14,2021-05-22
120,EXTREME OWNERSHIP,St. Martin's,9781250183866,8,0,14,2021-05-22
1611,YOU'RE INVITED,Harper Business,9780063030978,9,0,14,2021-05-22
1612,AMAZON UNBOUND,Simon & Schuster,9781982132613,10,0,14,2021-05-22
1520,MOTHERING HEIGHTS,Scholastic,9781338680454,1,0,17,2021-05-22
1376,CAT KID COMIC CLUB,Scholastic,9781338712766,2,0,17,2021-05-22
1458,GRIME AND PUNISHMENT,Scholastic,9781338535624,3,0,17,2021-05-22
1457,CLAUDIA AND THE NEW GIRL,Scholastic,9781338304572,4,0,17,2021-05-22
1613,"ATTACK ON TITAN, 33",Kodansha,9781646510269,5,0,17,2021-05-22
1564,FGTEEV SAVES THE WORLD!,HarperAlley,9780063042636,6,0,17,2021-05-22
1463,BRAWL OF THE WILD,Scholastic,9781338236576,7,0,17,2021-05-22
1462,FOR WHOM THE BALL ROLLS,Scholastic,9781338236590,8,0,17,2021-05-22
1461,FETCH-22,Scholastic,9781338323214,9,0,17,2021-05-22
1614,WHEN STARS ARE SCATTERED,Dial,9780525553908,10,0,17,2021-05-22
3665,WHEN STARS ARE SCATTERED,Dial,9780525553908,10,0,17,2021-05-22
1615,TRULY TYLER,Balzer + Bray,9780062894564,11,0,17,2021-05-22
763,"MY HERO ACADEMIA, VOL. 1",VIZ Media,9781421582696,12,0,17,2021-05-22
617,NEW KID,HarperCollins,9780062691194,13,0,17,2021-05-22
3357,NEW KID,HarperCollins,9780062691194,13,0,17,2021-05-22
1616,THE SECRET TO SUPERHUMAN STRENGTH,Houghton Mifflin Harcourt,9780544387652,14,0,17,2021-05-22
4006,THE SECRET TO SUPERHUMAN STRENGTH,Houghton Mifflin Harcourt,9780544387652,14,0,17,2021-05-22
1617,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 8",VIZ Media,9781974704422,15,0,17,2021-05-22
1276,THE SENTINEL,Dell,9781984818485,1,0,18,2021-05-22
1095,A WALK ALONG THE BEACH,Ballantine,9780399181382,2,0,18,2021-05-22
1135,THE MIDWIFE MURDERS,Grand Central,9781538703687,3,0,18,2021-05-22
1618,SHADOW STORM,Berkley,9780593333136,4,0,18,2021-05-22
1113,NEAR DARK,Pocket,9781982104078,5,0,18,2021-05-22
1619,SEASIDE SPRINGTIME,MIRA,9780778331780,6,0,18,2021-05-22
1620,COUNTRY PROUD,HQN,9781335970008,7,0,18,2021-05-22
1621,LONE WOLF,Zebra,9781420151497,8,0,18,2021-05-22
1622,OUTLAW COUNTRY,Pinnacle,9780786047253,9,0,18,2021-05-22
1623,MEANT TO BE IMMORTAL,Avon,9780062956392,10,0,18,2021-05-22
483,UNDER CURRENTS,St. Martin's,9781250781383,11,0,18,2021-05-22
1624,TWO LITTLE GIRLS IN BLUE,Pocket,9781982169008,12,0,18,2021-05-22
1571,THE WEDDING DRESS,Dell,9780399179617,13,0,18,2021-05-22
1625,WRATH OF POSEIDON,Putnam,9780593087909,14,0,18,2021-05-22
1389,THE VISCOUNT WHO LOVED ME,Avon,9780063138629,15,0,18,2021-05-22
627,THE ONE AND ONLY IVAN,HarperCollins,9780061992278,1,0,19,2021-05-22
626,A LONG WALK TO WATER,Houghton Mifflin Harcourt,9780547577319,2,0,19,2021-05-22
629,RESTART,Scholastic,9781338053807,3,0,19,2021-05-22
1131,FISH IN A TREE,Puffin,9780142426425,4,0,19,2021-05-22
628,OUT OF MY MIND,Atheneum,9781416971719,5,0,19,2021-05-22
631,WISH,Square Fish,9781250144058,6,0,19,2021-05-22
679,LOOK BOTH WAYS,Atheneum/Caitlyn Dlouhy,9781481438292,7,0,19,2021-05-22
235,THE WILD ROBOT,"Little, Brown",9780316382007,8,0,19,2021-05-22
403,A WOLF CALLED WANDER,Greenwillow,9780062895943,9,0,19,2021-05-22
1626,CRENSHAW,Square Fish,9781250091666,10,0,19,2021-05-22
1177,THEY BOTH DIE AT THE END,Quill Tree,9780062457806,1,0,20,2021-05-22
1090,WE WERE LIARS,Ember,9780385741279,2,0,20,2021-05-22
1132,SIX OF CROWS,Square Fish,9781250076960,3,0,20,2021-05-22
1479,CROOKED KINGDOM,Square Fish,9781250076977,4,0,20,2021-05-22
878,A GOOD GIRL'S GUIDE TO MURDER,Ember,9781984896391,5,0,20,2021-05-22
3697,A GOOD GIRL'S GUIDE TO MURDER,Ember,9781984896391,5,0,20,2021-05-22
242,THE SUN IS ALSO A STAR,Ember,9780553496710,6,0,20,2021-05-22
241,KING OF SCARS,Square Fish,9781250618979,7,0,20,2021-05-22
3339,KING OF SCARS,Square Fish,9781250618979,7,0,20,2021-05-22
1527,THE LAKE,Delacorte,9780593124970,8,0,20,2021-05-22
636,LONG WAY DOWN,Atheneum/Caitlyn Dlouhy,9781481438261,9,0,20,2021-05-22
412,WITH THE FIRE ON HIGH,Quill Tree,9780062662842,10,0,20,2021-05-22
3318,WITH THE FIRE ON HIGH,Quill Tree,9780062662842,10,0,20,2021-05-22
1627,THE PRESIDENT'S DAUGHTER,"Little, Brown",9780316540711,1,2,1,2021-06-19
1628,THE MAIDENS,Celadon,9781250304452,2,1,1,2021-06-19
3794,THE MAIDENS,Celadon,9781250304452,2,1,1,2021-06-19
1576,THE LAST THING HE TOLD ME,Simon & Schuster,9781501171345,3,7,1,2021-06-19
3793,THE LAST THING HE TOLD ME,Simon & Schuster,9781501171345,3,7,1,2021-06-19
1629,MALIBU RISING,Ballantine,9781524798659,4,3,1,2021-06-19
3813,MALIBU RISING,Ballantine,9781524798659,4,3,1,2021-06-19
1630,GOLDEN GIRL,"Little, Brown",9780316420082,5,3,1,2021-06-19
3781,GOLDEN GIRL,"Little, Brown",9780316420082,5,3,1,2021-06-19
4,WHERE THE CRAWDADS SING,Putnam,9780735219106,6,135,1,2021-06-19
1558,SOOLEY,Doubleday,9780385547680,7,8,1,2021-06-19
1358,THE MIDNIGHT LIBRARY,Viking,9780525559474,8,29,1,2021-06-19
3393,THE MIDNIGHT LIBRARY,Viking,9780525559474,8,29,1,2021-06-19
1577,PROJECT HAIL MARY,Ballantine,9780593135204,9,7,1,2021-06-19
3872,PROJECT HAIL MARY,Ballantine,9780593135204,9,7,1,2021-06-19
1581,PEOPLE WE MEET ON VACATION,Berkley,9781984806758,10,6,1,2021-06-19
3853,PEOPLE WE MEET ON VACATION,Berkley,9781984806758,10,6,1,2021-06-19
203,THE SILENT PATIENT,Celadon,9781250301703,11,42,1,2021-06-19
3032,THE SILENT PATIENT,Celadon,9781250301703,11,42,1,2021-06-19
1364,THE SONG OF ACHILLES,Ecco,9780062060624,12,11,1,2021-06-19
1429,THE FOUR WINDS,St. Martin's,9781250178602,13,20,1,2021-06-19
3814,THE FOUR WINDS,St. Martin's,9781250178602,13,20,1,2021-06-19
1631,THE OTHER BLACK GIRL,Atria,9781982160135,14,2,1,2021-06-19
1632,MILLION DOLLAR DEMON,Ace,9780593101469,15,1,1,2021-06-19
1586,KILLING THE MOB,St. Martin's,9781250273659,1,7,2,2021-06-19
1633,LIVE YOUR LIFE,Harper,9780063078253,2,1,2,2021-06-19
59,THE BODY KEEPS THE SCORE,Penguin,9780143127741,3,43,2,2021-06-19
1277,GREENLIGHTS,Crown,9780593139134,4,35,2,2021-06-19
3582,GREENLIGHTS,Crown,9780593139134,4,35,2,2021-06-19
1563,THE BOMBER MAFIA,"Little, Brown",9780316296618,5,8,2,2021-06-19
1588,THE PREMONITION,Norton,9780393881554,6,7,2,2021-06-19
910,UNTAMED,Dial,9781984801258,7,67,2,2021-06-19
3573,UNTAMED,Dial,9781984801258,7,67,2,2021-06-19
1562,WHAT HAPPENED TO YOU?,Flatiron,9781250223180,8,8,2,2021-06-19
119,BORN A CRIME,Spiegel & Grau,9780399588198,9,74,2,2021-06-19
1634,ON JUNETEENTH,Liveright,9781631498831,10,2,2,2021-06-19
3983,ON JUNETEENTH,Liveright,9781631498831,10,2,2,2021-06-19
1635,HOW THE WORD IS PASSED,"Little, Brown",9780316492935,11,3,2,2021-06-19
1636,IN THE HEIGHTS: FINDING HOME,Random House,9780593229590,12,1,2,2021-06-19
1138,CASTE,Random House,9780593230251,13,46,2,2021-06-19
1584,THE ANTHROPOCENE REVIEWED,Dutton,9780525555216,14,5,2,2021-06-19
3932,THE ANTHROPOCENE REVIEWED,Dutton,9780525555216,14,5,2,2021-06-19
1637,SOMEBODY'S DAUGHTER,Flatiron,9781250305978,15,3,2,2021-06-19
3954,SOMEBODY'S DAUGHTER,Flatiron,9781250305978,15,3,2,2021-06-19
1627,THE PRESIDENT'S DAUGHTER,"Little, Brown",9780316540711,1,2,3,2021-06-19
1628,THE MAIDENS,Celadon,9781250304452,2,1,3,2021-06-19
3794,THE MAIDENS,Celadon,9781250304452,2,1,3,2021-06-19
1576,THE LAST THING HE TOLD ME,Simon & Schuster,9781501171345,3,7,3,2021-06-19
3793,THE LAST THING HE TOLD ME,Simon & Schuster,9781501171345,3,7,3,2021-06-19
1558,SOOLEY,Doubleday,9780385547680,4,8,3,2021-06-19
1630,GOLDEN GIRL,"Little, Brown",9780316420082,5,3,3,2021-06-19
3781,GOLDEN GIRL,"Little, Brown",9780316420082,5,3,3,2021-06-19
1358,THE MIDNIGHT LIBRARY,Viking,9780525559474,6,29,3,2021-06-19
3393,THE MIDNIGHT LIBRARY,Viking,9780525559474,6,29,3,2021-06-19
1629,MALIBU RISING,Ballantine,9781524798659,7,3,3,2021-06-19
3813,MALIBU RISING,Ballantine,9781524798659,7,3,3,2021-06-19
1577,PROJECT HAIL MARY,Ballantine,9780593135204,8,7,3,2021-06-19
3872,PROJECT HAIL MARY,Ballantine,9780593135204,8,7,3,2021-06-19
1631,THE OTHER BLACK GIRL,Atria,9781982160135,9,3,3,2021-06-19
1638,TOM CLANCY: TARGET ACQUIRED,Putnam,9780593188132,10,2,3,2021-06-19
1429,THE FOUR WINDS,St. Martin's,9781250178602,11,20,3,2021-06-19
3814,THE FOUR WINDS,St. Martin's,9781250178602,11,20,3,2021-06-19
1639,THE SWEETNESS OF WATER,"Little, Brown",9780316362481,12,1,3,2021-06-19
3832,THE SWEETNESS OF WATER,"Little, Brown",9780316362481,12,1,3,2021-06-19
1245,THE INVISIBLE LIFE OF ADDIE LARUE,Tor/Forge,9780765387561,13,34,3,2021-06-19
3454,THE INVISIBLE LIFE OF ADDIE LARUE,Tor/Forge,9780765387561,13,34,3,2021-06-19
1609,LEGACY,St. Martin's,9781250272935,14,4,3,2021-06-19
3365,LEGACY,St. Martin's,9781250272935,14,4,3,2021-06-19
1557,A GAMBLING MAN,Grand Central,9781538719671,15,7,3,2021-06-19
1586,KILLING THE MOB,St. Martin's,9781250273659,1,7,4,2021-06-19
1633,LIVE YOUR LIFE,Harper,9780063078253,2,1,4,2021-06-19
1563,THE BOMBER MAFIA,"Little, Brown",9780316296618,3,8,4,2021-06-19
1277,GREENLIGHTS,Crown,9780593139134,4,35,4,2021-06-19
3582,GREENLIGHTS,Crown,9780593139134,4,35,4,2021-06-19
1562,WHAT HAPPENED TO YOU?,Flatiron,9781250223180,5,8,4,2021-06-19
1588,THE PREMONITION,Norton,9780393881554,6,7,4,2021-06-19
1636,IN THE HEIGHTS: FINDING HOME,Random House,9780593229590,7,1,4,2021-06-19
1635,HOW THE WORD IS PASSED,"Little, Brown",9780316492935,8,3,4,2021-06-19
910,UNTAMED,Dial,9781984801258,9,67,4,2021-06-19
3573,UNTAMED,Dial,9781984801258,9,67,4,2021-06-19
1634,ON JUNETEENTH,Liveright,9781631498831,10,3,4,2021-06-19
3983,ON JUNETEENTH,Liveright,9781631498831,10,3,4,2021-06-19
1584,THE ANTHROPOCENE REVIEWED,Dutton,9780525555216,11,5,4,2021-06-19
3932,THE ANTHROPOCENE REVIEWED,Dutton,9780525555216,11,5,4,2021-06-19
1138,CASTE,Random House,9780593230251,12,46,4,2021-06-19
1439,THINK AGAIN,Viking,9781984878106,13,17,4,2021-06-19
1640,CRYING IN H MART,Knopf,9780525657743,14,7,4,2021-06-19
3952,CRYING IN H MART,Knopf,9780525657743,14,7,4,2021-06-19
1641,THE MAN I KNEW,Twelve,9781538735305,15,1,4,2021-06-19
4,WHERE THE CRAWDADS SING,Putnam,9780735219106,1,12,5,2021-06-19
1364,THE SONG OF ACHILLES,Ecco,9780062060624,2,35,5,2021-06-19
1581,PEOPLE WE MEET ON VACATION,Berkley,9781984806758,3,6,5,2021-06-19
3853,PEOPLE WE MEET ON VACATION,Berkley,9781984806758,3,6,5,2021-06-19
203,THE SILENT PATIENT,Celadon,9781250301703,4,7,5,2021-06-19
3032,THE SILENT PATIENT,Celadon,9781250301703,4,7,5,2021-06-19
1642,IT ENDS WITH US,Atria,9781501110368,5,7,5,2021-06-19
1643,FREED,Bloom,9781728251035,6,3,5,2021-06-19
1298,DAYLIGHT,Grand Central,9781538761656,7,2,5,2021-06-19
1399,THE SEVEN HUSBANDS OF EVELYN HUGO,Washington Square,9781501161933,8,15,5,2021-06-19
1006,BEACH READ,Berkley,9781984806734,9,16,5,2021-06-19
3474,BEACH READ,Berkley,9781984806734,9,16,5,2021-06-19
1644,ONE LAST STOP,St. Martin's Griffin,9781250244499,10,3,5,2021-06-19
3855,ONE LAST STOP,St. Martin's Griffin,9781250244499,10,3,5,2021-06-19
393,"RED, WHITE AND ROYAL BLUE",Griffin,9781250316776,11,13,5,2021-06-19
984,IF IT BLEEDS,Scribner,9781982137984,12,2,5,2021-06-19
3514,IF IT BLEEDS,Scribner,9781982137984,12,2,5,2021-06-19
114,CIRCE,Back Bay,9780316556323,13,54,5,2021-06-19
377,THE UNHONEYMOONERS,Gallery,9781501128035,14,3,5,2021-06-19
3093,THE UNHONEYMOONERS,Gallery,9781501128035,14,3,5,2021-06-19
1645,THE WARSAW ORPHAN,Graydon House,9781525895999,15,3,5,2021-06-19
59,THE BODY KEEPS THE SCORE,Penguin,9780143127741,1,139,6,2021-06-19
119,BORN A CRIME,One World,9780399588198,2,123,6,2021-06-19
871,BRAIDING SWEETGRASS,Milkweed Editions,9781571313560,3,62,6,2021-06-19
20,SAPIENS,Harper Perennial,9780062316110,4,149,6,2021-06-19
58,WHITE FRAGILITY,Beacon,9780807047415,5,146,6,2021-06-19
1048,COUNTDOWN 1945,Avid Reader/Simon & Schuster,9781982143350,6,3,6,2021-06-19
49,KILLERS OF THE FLOWER MOON,Vintage,9780307742483,7,84,6,2021-06-19
55,JUST MERCY,One World,9780812984965,8,254,6,2021-06-19
458,OUTLIERS,"Back Bay/Little, Brown",9780316017930,9,333,6,2021-06-19
16,BECOMING,Crown,9781524763145,10,16,6,2021-06-19
56,"THINKING, FAST AND SLOW","Farrar, Straus & Giroux",9780374533557,11,275,6,2021-06-19
1069,THE WARMTH OF OTHER SUNS,Vintage,9780679763888,12,75,6,2021-06-19
543,THE SPY AND THE TRAITOR,Broadway,9781101904213,13,10,6,2021-06-19
656,THE BODY,Anchor,9780804172721,14,12,6,2021-06-19
1060,HOOD FEMINISM,Penguin,9780525560562,15,12,6,2021-06-19
742,"THE BOY, THE MOLE, THE FOX AND THE HORSE",HarperOne,9780062976581,1,81,7,2021-06-19
128,ATOMIC HABITS,Avery,9780735211292,2,82,7,2021-06-19
1600,WORLD TRAVEL,Ecco,9780062802798,3,9,7,2021-06-19
1646,THE PLANT-BASED ATHLETE,HarperOne,9780063042018,4,1,7,2021-06-19
1547,THE WOMEN OF THE BIBLE SPEAK,Broadside,9780063046597,5,12,7,2021-06-19
67,THE SUBTLE ART OF NOT GIVING A F*CK,Harper,9780062457714,6,207,7,2021-06-19
397,MAKE YOUR BED,Grand Central,9781455570249,7,99,7,2021-06-19
68,YOU ARE A BADASS,Running Press,9780762447695,8,233,7,2021-06-19
127,DARE TO LEAD,Random House,9780399592522,9,52,7,2021-06-19
1501,HOW TO DO THE WORK,Harper Wave,9780063012097,10,9,7,2021-06-19
176,REFUGEE,Scholastic,9780545880831,1,135,8,2021-06-19
1647,THE ISLANDERS,Aladdin,9781534427273,2,1,8,2021-06-19
73,WONDER,Knopf,9780375869020,3,301,8,2021-06-19
1601,STAMPED (FOR KIDS),"Little, Brown",9780316167581,4,6,8,2021-06-19
1326,THE ICKABOG,Scholastic,9781338732870,5,32,8,2021-06-19
1602,BEST NERDS FOREVER,jimmy patterson,9780316500241,6,6,8,2021-06-19
4086,BEST NERDS FOREVER,jimmy patterson,9780316500241,6,6,8,2021-06-19
1648,THE GAME MASTER: SUMMER SCHOOLED,HarperCollins,9780063025073,7,3,8,2021-06-19
1020,THE ONE AND ONLY BOB,HarperCollins,9780062991317,8,59,8,2021-06-19
3734,THE ONE AND ONLY BOB,HarperCollins,9780062991317,8,59,8,2021-06-19
1449,GROUND ZERO,Scholastic,9781338245752,9,14,8,2021-06-19
4082,GROUND ZERO,Scholastic,9781338245752,9,14,8,2021-06-19
1450,AMARI AND THE NIGHT BROTHERS,Balzer + Bray,9780062975164,10,20,8,2021-06-19
4078,AMARI AND THE NIGHT BROTHERS,Balzer + Bray,9780062975164,10,20,8,2021-06-19
1649,WHAT IS GOD LIKE?,Convergent,9780593193310,1,1,9,2021-06-19
465,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,Grosset & Dunlap,9781524785895,2,18,9,2021-06-19
1650,WHY A DAUGHTER NEEDS A DAD,Sourcebooks Jabberwocky,9781492667834,3,4,9,2021-06-19
1651,THE BENCH,Random House,9780593434512,4,2,9,2021-06-19
85,THE WONDERFUL THINGS YOU WILL BE,Random House,9780385376716,5,267,9,2021-06-19
1451,WE ARE WATER PROTECTORS,Roaring Brook,9781250203557,6,20,9,2021-06-19
1652,WHY A SON NEEDS A DAD,Sourcebooks Wonderland,9781728235875,7,1,9,2021-06-19
91,GRUMPY MONKEY,Random House,9780553537864,8,52,9,2021-06-19
406,HAIR LOVE,Kokila,9780525553366,9,48,9,2021-06-19
3376,HAIR LOVE,Kokila,9780525553366,9,48,9,2021-06-19
1508,EYES THAT KISS IN THE CORNERS,HarperCollins,9780062915627,10,13,9,2021-06-19
4077,EYES THAT KISS IN THE CORNERS,HarperCollins,9780062915627,10,13,9,2021-06-19
1512,SHADOW AND BONE TRILOGY,Square Fish,9781250027436,1,15,10,2021-06-19
93,DIARY OF A WIMPY KID,Amulet,9781419748684,2,640,10,2021-06-19
94,HARRY POTTER,Scholastic,9780590353427,3,639,10,2021-06-19
1509,AWESOME FRIENDLY KID,Amulet,9781419756979,4,14,10,2021-06-19
182,WINGS OF FIRE,Scholastic,9781338214543,5,119,10,2021-06-19
100,PERCY JACKSON & THE OLYMPIANS,Disney-Hyperion,9781484707234,6,576,10,2021-06-19
97,CAPTAIN UNDERPANTS,Scholastic,9781338347241,7,253,10,2021-06-19
595,THE LAST KIDS ON EARTH,Viking,9780593350065,8,72,10,2021-06-19
239,I SURVIVED,Scholastic,9781338317442,9,63,10,2021-06-19
1511,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS,Scholastic,9781338703917,10,15,10,2021-06-19
107,ONE OF US IS LYING,Delacorte,9781524714680,1,177,11,2021-06-19
933,STAMPED,"Little, Brown",9780316453691,2,65,11,2021-06-19
1653,THE BOX IN THE WOODS,Katherine Tegen,9780063032606,3,1,11,2021-06-19
4045,THE BOX IN THE WOODS,Katherine Tegen,9780063032606,3,1,11,2021-06-19
1516,COSMIC QUERIES,National Geographic,9781426221774,4,6,11,2021-06-19
1606,REALM BREAKER,HarperTeen,9780062872623,5,7,11,2021-06-19
4068,REALM BREAKER,HarperTeen,9780062872623,5,7,11,2021-06-19
103,THE HATE U GIVE,Balzer + Bray,9780062498533,6,219,11,2021-06-19
1556,RULE OF WOLVES,Imprint,9781250142306,7,12,11,2021-06-19
4056,RULE OF WOLVES,Imprint,9781250142306,7,12,11,2021-06-19
1513,FIREKEEPER'S DAUGHTER,Holt,9781250766564,8,13,11,2021-06-19
4032,FIREKEEPER'S DAUGHTER,Holt,9781250766564,8,13,11,2021-06-19
1654,ACE OF SPADES,Feiwel & Friends,9781250800817,9,3,11,2021-06-19
4038,ACE OF SPADES,Feiwel & Friends,9781250800817,9,3,11,2021-06-19
1410,LORE,Disney-Hyperion,9781484778203,10,23,11,2021-06-19
4058,LORE,Disney-Hyperion,9781484778203,10,23,11,2021-06-19
1577,PROJECT HAIL MARY,Audible Studios,DBKADBL051843,1,0,12,2021-06-19
3872,PROJECT HAIL MARY,Audible Studios,DBKADBL051843,1,0,12,2021-06-19
1576,THE LAST THING HE TOLD ME,Simon & Schuster Audio,9781797123196,2,0,12,2021-06-19
3793,THE LAST THING HE TOLD ME,Simon & Schuster Audio,9781797123196,2,0,12,2021-06-19
1629,MALIBU RISING,Random House Audio,9781984845344,3,0,12,2021-06-19
3813,MALIBU RISING,Random House Audio,9781984845344,3,0,12,2021-06-19
1627,THE PRESIDENT'S DAUGHTER,Hachette Audio,9781549135194,4,0,12,2021-06-19
1655,BREAKAWAY,Podium Audio,9781774248058,5,0,12,2021-06-19
1358,THE MIDNIGHT LIBRARY,Penguin Audio,9780593340233,6,0,12,2021-06-19
3393,THE MIDNIGHT LIBRARY,Penguin Audio,9780593340233,6,0,12,2021-06-19
1630,GOLDEN GIRL,Hachette Audio,9781549117374,7,0,12,2021-06-19
3781,GOLDEN GIRL,Hachette Audio,9781549117374,7,0,12,2021-06-19
1429,THE FOUR WINDS,Macmillan Audio,9781250317247,8,0,12,2021-06-19
3814,THE FOUR WINDS,Macmillan Audio,9781250317247,8,0,12,2021-06-19
1643,FREED,Random House Audio,9780593453568,9,0,12,2021-06-19
4,WHERE THE CRAWDADS SING,Penguin Audio,9780525640370,10,0,12,2021-06-19
1656,LOCAL WOMAN MISSING,Harlequin Audio,9781488211690,11,0,12,2021-06-19
3803,LOCAL WOMAN MISSING,Harlequin Audio,9781488211690,11,0,12,2021-06-19
1581,PEOPLE WE MEET ON VACATION,Penguin Audio,9780593346808,12,0,12,2021-06-19
3853,PEOPLE WE MEET ON VACATION,Penguin Audio,9780593346808,12,0,12,2021-06-19
1609,LEGACY,Macmillan Audio,9781250802378,13,0,12,2021-06-19
3365,LEGACY,Macmillan Audio,9781250802378,13,0,12,2021-06-19
1628,THE MAIDENS,Macmillan Audio,9781250262356,14,0,12,2021-06-19
3794,THE MAIDENS,Macmillan Audio,9781250262356,14,0,12,2021-06-19
1638,TOM CLANCY: TARGET ACQUIRED,Random House Audio,9780593408674,15,0,12,2021-06-19
1277,GREENLIGHTS,Random House Audio,9780593294185,1,0,13,2021-06-19
3582,GREENLIGHTS,Random House Audio,9780593294185,1,0,13,2021-06-19
1562,WHAT HAPPENED TO YOU?,Macmillan Audio,9781250260635,2,0,13,2021-06-19
1305,A PROMISED LAND,Random House Audio,9780525633723,3,0,13,2021-06-19
3572,A PROMISED LAND,Random House Audio,9780525633723,3,0,13,2021-06-19
59,THE BODY KEEPS THE SCORE,Penguin Audio,9780593412701,4,0,13,2021-06-19
1563,THE BOMBER MAFIA,Pushkin Industries,9781735803227,5,0,13,2021-06-19
1589,YEARBOOK,Random House Audio,9781984890160,6,0,13,2021-06-19
3915,YEARBOOK,Random House Audio,9781984890160,6,0,13,2021-06-19
910,UNTAMED,Random House Audio,9780593156070,7,0,13,2021-06-19
3573,UNTAMED,Random House Audio,9780593156070,7,0,13,2021-06-19
120,EXTREME OWNERSHIP,Macmillan Audio,9781427264305,8,0,13,2021-06-19
1635,HOW THE WORD IS PASSED,Hachette Audio,9781549123412,9,0,13,2021-06-19
1138,CASTE,Penguin Audio,9780593339800,10,0,13,2021-06-19
119,BORN A CRIME,Audible Studios,9781603932158,11,0,13,2021-06-19
1657,AFTER THE FALL,Random House Audio,9780593411988,12,0,13,2021-06-19
1439,THINK AGAIN,Penguin Audio,9780593394762,13,0,13,2021-06-19
1588,THE PREMONITION,Audible Studios,DBKADBL052513,14,0,13,2021-06-19
20,SAPIENS,HarperAudio,9780062796233,15,0,13,2021-06-19
128,ATOMIC HABITS,Avery,9780735211292,1,0,14,2021-06-19
1587,NOISE,"Little, Brown Spark",9780316451406,2,0,14,2021-06-19
127,DARE TO LEAD,Random House,9780399592522,3,0,14,2021-06-19
56,"THINKING, FAST AND SLOW","Farrar, Straus & Giroux",9780374533557,4,0,14,2021-06-19
458,OUTLIERS,"Back Bay/Little, Brown",9780316017930,5,0,14,2021-06-19
120,EXTREME OWNERSHIP,St. Martin's,9781250183866,6,0,14,2021-06-19
57,GRIT,Scribner,9781501111112,7,0,14,2021-06-19
425,"I WILL TEACH YOU TO BE RICH, SECOND EDITION",Workman,9781523505746,8,0,14,2021-06-19
1658,WINNING,Scribner,9781982168865,9,0,14,2021-06-19
1537,EMPIRE OF PAIN,Doubleday,9780385545686,10,0,14,2021-06-19
1520,MOTHERING HEIGHTS,Scholastic,9781338680454,1,0,17,2021-06-19
1659,"MY HERO ACADEMIA, VOL. 28",VIZ Media,9781974722884,2,0,17,2021-06-19
1458,GRIME AND PUNISHMENT,Scholastic,9781338535624,3,0,17,2021-06-19
1376,CAT KID COMIC CLUB,Scholastic,9781338712766,4,0,17,2021-06-19
1660,"CHAINSAW MAN, VOL. 5",VIZ Media,9781974719228,5,0,17,2021-06-19
1661,"JUJUTSU KAISEN, VOL. 10",VIZ Media,9781974720750,6,0,17,2021-06-19
1662,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 22",VIZ Media,9781974723416,7,0,17,2021-06-19
1462,FOR WHOM THE BALL ROLLS,Scholastic,9781338236590,8,0,17,2021-06-19
1461,FETCH-22,Scholastic,9781338323214,9,0,17,2021-06-19
1457,CLAUDIA AND THE NEW GIRL,Scholastic,9781338304572,10,0,17,2021-06-19
1464,THE TWISTED ONES,Scholastic,9781338629767,11,0,17,2021-06-19
3139,THE TWISTED ONES,Scholastic,9781338629767,11,0,17,2021-06-19
617,NEW KID,HarperCollins,9780062691194,12,0,17,2021-06-19
3357,NEW KID,HarperCollins,9780062691194,12,0,17,2021-06-19
1615,TRULY TYLER,Balzer + Bray,9780062894564,13,0,17,2021-06-19
1564,FGTEEV SAVES THE WORLD!,HarperAlley,9780063042636,14,0,17,2021-06-19
1663,"SPY X FAMILY, VOL. 5",VIZ Media,9781974722945,15,0,17,2021-06-19
1664,ONCE UPON A TIME IN HOLLYWOOD,Harper Perennial,9780063112520,1,0,18,2021-06-19
1056,DADDY'S GIRLS,Dell,9780399179648,2,0,18,2021-06-19
1276,THE SENTINEL,Dell,9781984818485,3,0,18,2021-06-19
1096,CAJUN JUSTICE,Grand Central,9781538752340,4,0,18,2021-06-19
1618,SHADOW STORM,Berkley,9780593333129,5,0,18,2021-06-19
1665,SOMEDAY SOON,Avon,9780063073708,6,0,18,2021-06-19
1666,WICKED LIES,Zebra/Kensington,9781420151947,7,0,18,2021-06-19
1667,SUMMER BREEZES,MIRA,9780778331841,8,0,18,2021-06-19
1668,THE UNFORGIVEN,MIRA,9780778331827,9,0,18,2021-06-19
1669,CREDIBLE THREAT,Pocket,9781982131081,10,0,18,2021-06-19
1135,THE MIDWIFE MURDERS,Grand Central,9781538703687,11,0,18,2021-06-19
1389,THE VISCOUNT WHO LOVED ME,Avon,9780063138629,12,0,18,2021-06-19
1670,RED RIVER VENGEANCE,Pinnacle,9780786047390,13,0,18,2021-06-19
