title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Rage,ISBN not found,Bob Woodward,"['Nonfiction', 'Politics', 'History', 'Biography', 'Audiobook', 'American History', 'Presidents']",4.17,24269,2973,475,Hardcover,"First published September 15, 2020","An unprecedented and intimate tour de force of original reporting on the Trump presidency from Bob Woodward.Rage goes behind the scenes like never before, with stunning new details about early national security decisions and operations and Trump’s moves as he faces a global pandemic, economic disaster and racial unrest.Woodward, the #1 internationally bestselling author of 13 #1 bestsellers, including Fear: Trump in the White House, shows Trump up close in his entirety before the 2020 presidential election.President Trump has said publicly that Woodward has interviewed him. What is not known is that Trump provided Woodward a window into his mind through a series of exclusive interviews.At key decision points, Rage shows how Trump’s responses to the crises of 2020 were rooted in the instincts, habits and style he developed during his first three years as president.Rage draws from hundreds of hours of interviews with firsthand witnesses, as well as participants’ notes, emails, diaries, calendars and confidential documents.Woodward obtained 25 personal letters exchanged between Trump and North Korean leader Kim Jong Un that have not been public before. Kim describes the bond between the two leaders as out of a “fantasy film,” as the two leaders engage in an extraordinary diplomatic minuet.Rage will be the foundational account of the Trump presidency, its turmoil, contradictions and risks. It is an essential document for any voter seeking an accurate inside view of the Trump years—volatile and vivid.",24436
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",ISBN not found,Layla F. Saad,"['Nonfiction', 'Race', 'Anti Racist', 'Social Justice', 'Audiobook', 'Politics', 'Self Help']",4.34,29188,3421,238,Hardcover,"First published January 28, 2020","Me and White Supremacy teaches readers how to dismantle the privilege within themselves so that they can stop (often unconsciously) inflicting damage on people of colour, and in turn, help other white people do better, too.When Layla Saad began an Instagram challenge called #MeAndWhiteSupremacy, she never predicted it would spread as widely as it did. She encouraged people to own up and share their racist behaviors, big and small. She was looking for truth, and she got it. Thousands of people participated in the challenge, and over 90,000 people downloaded the Me and White Supremacy Workbook.The updated and expanded Me and White Supremacy takes the work deeper by adding more historical and cultural contexts, sharing moving stories and anecdotes, and including expanded definitions, examples, and further resources.Awareness leads to action, and action leads to change. The numbers show that readers are ready to do this work - let's give it to them.",23675
Hidden Valley Road: Inside the Mind of an American Family,ISBN not found,Robert Kolker,"['Nonfiction', 'Psychology', 'Science', 'Audiobook', 'Biography', 'Mental Health', 'History']",4.16,122595,12184,377,Hardcover,"First published April 7, 2020","The heartrending story of a midcentury American family with twelve children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins—aspiration, hard work, upward mobility, domestic harmony—and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family?What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations.With clarity and compassion, bestselling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.",23277
"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",ISBN not found,Anne Bogel,"['Nonfiction', 'Self Help', 'Audiobook', 'Psychology', 'Productivity', 'Health', 'Mental Health']",3.88,14841,1740,226,Hardcover,"First published March 3, 2020","We've all been there: stuck in a cycle of what-ifs, plagued by indecision, paralyzed by the fear of getting it wrong. Nobody wants to live a life of constant overthinking, but it doesn't feel like something we can choose to stop doing. It feels like something we're wired to do, something we just can't escape. But is it?Anne Bogel's answer is no. Not only can you overcome negative thought patterns that are repetitive, unhealthy, and unhelpful, you can replace them with positive thought patterns that will bring more peace, joy, and love into your life. In Don't Overthink It, you'll find actionable strategies that can make an immediate and lasting difference in how you deal with questions both small--Should I buy these flowers?--and large--What am I doing with my life? More than a book about making good decisions, Don't Overthink It offers you a framework for making choices you'll be comfortable with, using an appropriate amount of energy, freeing you to focus on all the other stuff that matters in life.",17906
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,ISBN not found,Jennie Allen,"['Self Help', 'Nonfiction', 'Christian', 'Faith', 'Psychology', 'Mental Health', 'Christian Living']",4.08,35794,2900,223,Hardcover,"First published January 28, 2020","You can choose hope in the midst of chaos. The visionary behind the million-strong IF:Gathering challenges you to exercise your God-given power to shift negative thinking patterns and take back control of your thoughts and emotions.Are your thoughts holding you captive? I’ll never be good enough. Other people have better lives than I do. God couldn’t really love me. Jennie Allen knows what it’s like to swirl in a spiral of destructive thoughts, but she also knows we don’t have to stay stuck in toxic thinking patterns. As she discovered in her own life, God built a way for us to escape that downward spiral. Freedom comes when we refuse to be victims to our thoughts and realize we have already been equipped with power from God to fight and win the war for our minds. In Get Out of Your Head, Jennie inspires and equips us to transform our emotions, our outlook, and even our circumstances by taking control of our thoughts. Our enemy is determined to get in our heads to make us feel helpless, overwhelmed, and incapable of making a difference for the kingdom of God. But when we submit our minds to Christ, the promises and goodness of God flood our lives in remarkable ways. It starts in your head. And from there, the possibilities are endless.",16586
"Buy Yourself the F*cking Lilies: And Other Rituals to Fix Your Life, from Someone Who's Been There",ISBN not found,Tara Schuster,"['Nonfiction', 'Self Help', 'Memoir', 'Audiobook', 'Mental Health', 'Personal Development', 'Psychology']",3.90,19886,2165,318,Hardcover,"First published February 18, 2020","Brutally honest, often hilarious, hard-won lessons in learning to love and care for yourself from a young vice president at Comedy Central who was called “ahead of her time” by Jordan Peele.By the time she was in her late twenties, Tara Schuster was a rising TV executive who had worked for The Daily Show with Jon Stewart and helped launch Key & Peele to viral superstardom. By all appearances, she had mastered being a grown-up. But beneath that veneer of success, she was a chronically anxious, self-medicating mess. No one knew that her road to adulthood had been paved with depression, anxiety, and shame, owing in large part to her minimally parented upbringing. She realized she’d hit rock bottom when she drunk-dialed her therapist pleading for help.Buy Yourself the F*cking Lilies is the story of Tara’s path to re-parenting herself and becoming a “ninja of self-love.” Through simple, daily rituals, Tara transformed her mind, body, and relationships, and shows how to:• fake gratitude until you actually feel gratitude• excavate your emotional wounds and heal them with kindness• identify your self-limiting beliefs, kick them to the curb, and start living a life you choose• silence your inner frenemy and shield yourself from self-criticism• carve out time each morning to start your day empowered, inspired, and ready to rule• create a life you truly, totally f*cking LOVEThis is the book Tara wished someone had given her and it is the book many of us desperately need: a candid, hysterical, addictively readable, practical guide to growing up (no matter where you are in life) and learning to love yourself in a non-throw-up-in-your-mouth-it’s-so-cheesy way.",15634
Why We Can't Sleep: Women's New Midlife Crisis,ISBN not found,Ada Calhoun,"['Nonfiction', 'Feminism', 'Self Help', 'Psychology', 'Health', 'Womens', 'Audiobook']",3.69,8455,1421,267,Hardcover,"First published January 7, 2020","When Ada Calhoun found herself in the throes of a midlife crisis, she thought that she had no right to complain. She was married with children and a good career. So why did she feel miserable? And why did it seem that other Generation X women were miserable, too?Calhoun decided to find some answers. She looked into housing costs, HR trends, credit card debt averages, and divorce data. At every turn, she saw a pattern: sandwiched between the Boomers and the Millennials, Gen X women were facing new problems as they entered middle age, problems that were being largely overlooked.Speaking with women across America about their experiences as the generation raised to “have it all,” Calhoun found that most were exhausted, terrified about money, under-employed, and overwhelmed. Instead of being heard, they were told instead to lean in, take “me-time,” or make a chore chart to get their lives and homes in order.In Why We Can’t Sleep, Calhoun opens up the cultural and political contexts of Gen X’s predicament and offers solutions for how to pull oneself out of the abyss—and keep the next generation of women from falling in. The result is reassuring, empowering, and essential reading for all middle-aged women, and anyone who hopes to understand them.",11394
You're Not Listening: What You're Missing and Why It Matters,ISBN not found,Kate   Murphy,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Communication', 'Personal Development', 'Relationships']",4.09,18446,2763,278,Hardcover,"First published January 7, 2020","Who listens to you?New York Times contributor Kate Murphy asked people on five continents this question, and the response was typically a long, awkward pause. People struggled to come up with someone, anyone, who truly listened to them without glazing over, glancing down at a phone, or jumping in to offer an opinion. Many admitted that they, themselves, weren’t very good listeners, and most couldn’t even describe what it meant to be a good listener.Despite living in a world where technology allows constant digital communication and opportunities to connect, it seems no one is really listening or even knows how. And it’s making us lonelier, more isolated, and less tolerant than ever before. A listener by trade, Murphy wanted to know how we got here.In this illuminating and often humorous deep dive, Murphy explains why we’re not listening, what it’s doing to us, and how we can reverse the trend. She makes accessible the psychology, neuroscience, and sociology of listening while also introducing us to some of the best listeners out there (including a CIA agent, focus-group moderator, bartender, radio producer, and top furniture salesman).While listening is often regarded as talking’s meek counterpart, Murphy discovered it’s actually the more powerful position in communication. We learn when we listen. It’s how we connect, cooperate, empathize, and fall in love. Listening is something we do or don’t do every day. While we might take listening for granted, how well we listen, to whom, and under what circumstances determines who we are and the paths we take in life.Equal parts cultural observation, scientific exploration, and rousing call to action that’s full of practical advice, You’re Not Listening is to listening what Susan Cain’s Quiet was to introversion. It’s time to stop talking and start listening.",4918
Big Friendship: How We Keep Each Other Close,ISBN not found,Aminatou Sow,"['Nonfiction', 'Memoir', 'Audiobook', 'Self Help', 'Feminism', 'Relationships', 'Psychology']",3.76,23460,3053,256,Hardcover,"First published July 14, 2020","A close friendship is one of the most influential and important relationships a human life can contain. Anyone will tell you that! But for all the rosy sentiments surrounding friendship, most people don’t talk much about what it really takes to stay close for the long haul.Now two friends, Aminatou Sow and Ann Friedman, tell the story of their equally messy and life-affirming Big Friendship in this honest and hilarious book that chronicles their first decade in one another’s lives. As the hosts of the hit podcast Call Your Girlfriend, they’ve become known for frank and intimate conversations. In this book, they bring that energy to their own friendship—its joys and its pitfalls. An inspiring and entertaining testament to the power of society’s most underappreciated relationship, Big Friendship will invite you to think about how your own bonds are formed, challenged, and preserved. It is a call to value your friendships in all of their complexity. Actively choose them. And, sometimes, fight for them.",4517
"Here for It; Or, How to Save Your Soul in America: Essays",ISBN not found,R. Eric Thomas,"['Nonfiction', 'Memoir', 'Essays', 'Humor', 'Audiobook', 'LGBT', 'Queer']",4.04,12312,1936,264,Hardcover,"First published February 18, 2020","From the creator of 

Elle

's ""Eric Reads the News,"" a poignant and hilarious memoir-in-essays about growing up seeing the world differently, finding his joy, and every awkward, extraordinary stumble along the way. 
R. Eric Thomas didn't know he was different until the world told him so. Everywhere he went—whether it was his rich, mostly white, suburban high school, his conservative black church, or his Ivy League college in a big city—he found himself on the outside looking in.In essays by turns hysterical and heartfelt, Eric redefines what it means to be an ""other"" through the lens of his own life experience. He explores the two worlds of his childhood: the barren urban landscape where his parents' house was an anomalous bright spot, and the verdant school they sent him to in white suburbia. He writes about struggling to reconcile his Christian identity with his sexuality, about the exhaustion of code-switching in college, accidentally getting famous on the internet (for the wrong reason), and the surreal experience of covering the 2016 election as well as the seismic change that came thereafter.Ultimately, Eric seeks the answer to the ever more relevant question: Is the future worth it? Why do we bother when everything seems to be getting worse? As the world continues to shift in unpredictable ways, Eric finds the answers to these questions by re-envisioning what ""normal"" means, and in the powerful alchemy that occurs when you at last place yourself at the center of your own story.For fans of Samantha Irby, Michael Arceneaux, and David Sedaris, Here for It will resonate deeply and joyfully with everyone who has ever felt pushed to the margins, struggled with self-acceptance, or wished to shine more brightly in a dark world. Stay here for it—the future may surprise you.",3964
Beyond the Gender Binary,ISBN not found,Alok Vaid-Menon,"['Nonfiction', 'LGBT', 'Queer', 'Gender', 'Feminism', 'Audiobook', 'Memoir']",4.49,11468,1582,64,Paperback,"First published June 2, 2020","Beyond the Gender Binary, spoken word poet Alok Vaid-Menon challenges the world to see gender not in black and white, but in full color. Taking from their own experiences as a gender-nonconforming artist, they show us that gender is a malleable and creative form of expression. The only limit is your imagination.",3605
Minor Feelings: An Asian American Reckoning,ISBN not found,Cathy Park Hong,"['Nonfiction', 'Memoir', 'Essays', 'Race', 'Audiobook', 'Social Justice', 'Anti Racist']",4.21,39678,4792,209,Hardcover,"First published February 25, 2020","Poet and essayist Cathy Park Hong blends memoir, cultural criticism, and history to expose the truth of racialized consciousness in America. Binding these essays together is Hong's theory of ""minor feelings."" As the daughter of Korean immigrants, Cathy Park Hong grew up steeped in shame, suspicion, and melancholy. She would later understand that these ""minor feelings"" occur when American optimism contradicts your own reality—when you believe the lies you're told about your own racial identity.Hong uses her own story as a portal into a deeper examination of racial consciousness in America today. This book traces her relationship to the English language, to shame and depression, to poetry and artmaking, and to family and female friendship in a search to both uncover and speak the truth.",3526
We Keep the Dead Close: A Murder at Harvard and a Half Century of Silence,ISBN not found,Becky Cooper,"['True Crime', 'Nonfiction', 'Mystery', 'Crime', 'History', 'Audiobook', 'Memoir']",3.74,12048,1893,501,Hardcover,"First published November 10, 2020","Dive into a true crime narrative of an unsolved 1969 murder at Harvard, of obsession and love for a girl who dreamt of rising among men.You have to remember, he reminded me, that Harvard is older than the U.S. government. You have to remember because Harvard doesn't let you forget.1969: the height of counterculture and the year universities would seek to curb the unruly spectacle of student protest; the winter that Harvard University would begin the tumultuous process of merging with Radcliffe, its all-female sister school; and the year that Jane Britton, an ambitious twenty-three-year-old graduate student in Harvard's Anthropology Department and daughter of Radcliffe Vice President J. Boyd Britton, would be found bludgeoned to death in her Cambridge, Massachusetts apartment.   Forty years later, Becky Cooper a curious undergrad, will hear the first whispers of the story. In the first telling the body was nameless. The story was this: a Harvard student had had an affair with her professor, and the professor had murdered her in the Peabody Museum of Archaeology and Ethnology because she'd threatened to talk about the affair. Though the rumor proves false, the story that unfolds, one that Cooper will follow for ten years, is even more complex: a tale of gender inequality in academia, a 'cowboy culture' among empowered male elites, the silencing effect of institutions, and our compulsion to rewrite the stories of female victims. We Keep the Dead Close is a memoir of mirrors, misogyny, and murder. It is at once a rumination on the violence and oppression that rules our revered institutions, a ghost story reflecting one young woman's past onto another's present, and a love story for a girl who was lost to history.",3495
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,ISBN not found,Candace Owens,"['Nonfiction', 'Politics', 'Audiobook', 'History', 'Race', 'Biography', 'Memoir']",4.42,13755,2058,300,Hardcover,"First published September 15, 2020","Political activist and social media star Candace Owens explains all the reasons how the Democratic Party policies hurt, rather than help, the African American community, and why she and many others are turning right. What do you have to lose? This question, posed by then-presidential candidate Donald Trump to potential black voters, was mocked and dismissed by the mainstream media. But for Candace Owens and many others, it was a wake-up call. A staunch Democrat for all of her life, she began to question the left’s policies toward black Americans, and investigate the harm they inflict on the community. In Blackout, social media star and conservative commentator Owens addresses the many ways that liberal policies and ideals are actually harmful to African Americans and hinder their ability to rise above poverty, live independent and successful lives, and be an active part of the American Dream. Weaving in her personal story that brought her from the projects to 1600 Pennsylvania Avenue, she demonstrates how she overcame her setbacks and challenges despite the cultural expectation that she should embrace a victim mentality. Owens argues that government assistance is a double-edged sword, that the left dismisses the faith so important to the black community, that Democratic permissiveness toward abortion disproportionately affects the black babies, that the #MeToo movement hurts black men, and much more. Well-researched and intelligently argued, Blackout lays bare the myth that all black people should vote Democrat—and shows why turning to the right will leave them happier, more successful, and more self-sufficient.",3411
Tightrope: Americans Reaching for Hope,ISBN not found,Nicholas D. Kristof,"['Nonfiction', 'Politics', 'Sociology', 'History', 'Audiobook', 'Economics', 'Social Justice']",4.28,8474,1352,304,Hardcover,"First published January 14, 2020","With stark poignancy and political dispassion, Tightrope draws us deep into an ""other America."" The authors tell this story, in part, through the lives of some of the children with whom Kristof grew up, in rural Yamhill, Oregon, an area that prospered for much of the twentieth century but has been devastated in the last few decades as blue-collar jobs disappeared. About one-quarter of the children on Kristof's old school bus died in adulthood from drugs, alcohol, suicide, or reckless accidents. And while these particular stories unfolded in one corner of the country, they are representative of many places the authors write about, ranging from the Dakotas and Oklahoma to New York and Virginia. But here too are stories about resurgence, among them: Annette Dove, who has devoted her life to helping the teenagers of Pine Bluff, Arkansas, as they navigate the chaotic reality of growing up poor; Daniel McDowell, of Baltimore, whose tale of opioid addiction and recovery suggests that there are viable ways to solve our nation's drug epidemic. Taken together, these accounts provide a picture of working-class families needlessly but profoundly damaged as a result of decades of policy mistakes. With their superb, nuanced reportage, Kristof and WuDunn have given us a book that is both riveting and impossible to ignore.",3029
Trust: America's Best Chance,ISBN not found,Pete Buttigieg,"['Nonfiction', 'Politics', 'Audiobook', 'Memoir', 'History', 'LGBT', 'Biography']",4.14,4583,569,224,Hardcover,"First published October 6, 2020","Trust is the essential foundation of America’s democracy, asserts Pete Buttigieg, former presidential candidate and best-selling author of Shortest Way Home. In a century shaped by terrorism, financial collapse, Trumpist populism, global pandemic, and systemic racism, trust—in our government, corporations, experts, and, most tragically, in one another—has precipitously eroded and, for so many, never existed in the first place. Recognizing that we are now experiencing disastrous consequences, the former South Bend mayor offers a direct reckoning with the corruption of social responsibility, interweaving history, political philosophy, and affecting passages of memoir, offering a new outlook for how we can confront the next decade’s challenges by building accountability. In this urgent work, Buttigieg confirms his status as a visionary political thinker.",2501
Reading While Black: African American Biblical Interpretation as an Exercise in Hope,ISBN not found,Esau McCaulley,"['Theology', 'Nonfiction', 'Christian', 'Race', 'Religion', 'Christianity', 'Faith']",4.44,5246,871,200,Paperback,"First published September 1, 2020","Growing up in the American South, Esau McCaulley knew firsthand the ongoing struggle between despair and hope that marks the lives of some in the African American context. A key element in the fight for hope, he discovered, has long been the practice of Bible reading and interpretation that comes out of traditional Black churches. This ecclesial tradition is often disregarded or viewed with suspicion by much of the wider church and academy, but it has something vital to say. Reading While Black is a personal and scholarly testament to the power and hope of Black biblical interpretation. At a time in which some within the African American community are questioning the place of the Christian faith in the struggle for justice, New Testament scholar McCaulley argues that reading Scripture from the perspective of Black church tradition is invaluable for connecting with a rich faith history and addressing the urgent issues of our times. He advocates for a model of interpretation that involves an ongoing conversation between the collective Black experience and the Bible, in which the particular questions coming out of Black communities are given pride of place and the Bible is given space to respond by affirming, challenging, and, at times, reshaping Black concerns. McCaulley demonstrates this model with studies on how Scripture speaks to topics often overlooked by white interpreters, such as ethnicity, political protest, policing, and slavery. Ultimately McCaulley calls the church to a dynamic theological engagement with Scripture, in which Christians of diverse backgrounds dialogue with their own social location as well as the cultures of others. Reading While Black moves the conversation forward.",1371
A Promised Land,ISBN not found,Barack Obama,"['Nonfiction', 'Biography', 'Memoir', 'Politics', 'Audiobook', 'History', 'Autobiography']",4.34,227850,19855,751,Hardcover,"First published November 17, 2020","A riveting, deeply personal account of history in the making—from the president who inspired us to believe in the power of democracy. In the stirring, highly anticipated first volume of his presidential memoirs, Barack Obama tells the story of his improbable odyssey from young man searching for his identity to leader of the free world, describing in strikingly personal detail both his political education and the landmark moments of the first term of his historic presidency—a time of dramatic transformation and turmoil. Obama takes readers on a compelling journey from his earliest political aspirations to the pivotal Iowa caucus victory that demonstrated the power of grassroots activism to the watershed night of November 4, 2008, when he was elected 44th president of the United States, becoming the first African American to hold the nation’s highest office. Reflecting on the presidency, he offers a unique and thoughtful exploration of both the awesome reach and the limits of presidential power, as well as singular insights into the dynamics of U.S. partisan politics and international diplomacy. Obama brings readers inside the Oval Office and the White House Situation Room, and to Moscow, Cairo, Beijing, and points beyond. We are privy to his thoughts as he assembles his cabinet, wrestles with a global financial crisis, takes the measure of Vladimir Putin, overcomes seemingly insurmountable odds to secure passage of the Affordable Care Act, clashes with generals about U.S. strategy in Afghanistan, tackles Wall Street reform, responds to the devastating Deepwater Horizon blowout, and authorizes Operation Neptune’s Spear, which leads to the death of Osama bin Laden. A Promised Land is extraordinarily intimate and introspective—the story of one man’s bet with history, the faith of a community organizer tested on the world stage. Obama is candid about the balancing act of running for office as a Black American, bearing the expectations of a generation buoyed by messages of “hope and change,” and meeting the moral challenges of high-stakes decision-making. He is frank about the forces that opposed him at home and abroad, open about how living in the White House affected his wife and daughters, and unafraid to reveal self-doubt and disappointment. Yet he never wavers from his belief that inside the great, ongoing American experiment, progress is always possible. This beautifully written and powerful book captures Barack Obama’s conviction that democracy is not a gift from on high but something founded on empathy and common understanding and built together, day by day.",81284
Untamed,ISBN not found,Glennon Doyle,"['Nonfiction', 'Memoir', 'Self Help', 'Audiobook', 'Feminism', 'LGBT', 'Biography']",3.99,440560,33823,333,Hardcover,"First published March 10, 2020","Soulful and uproarious, forceful and tender, Untamed is both an intimate memoir and a galvanizing wake-up call. It is the story of how one woman learned that a responsible mother is not one who slowly dies for her children, but one who shows them how to fully live. It is the story of navigating divorce, forming a new blended family, and discovering that the brokenness or wholeness of a family depends not on its structure but on each member’s ability to bring her full self to the table. And it is the story of how each of us can begin to trust ourselves enough to set boundaries, make peace with our bodies, honor our anger and heartbreak, and unleash our truest, wildest instincts so that we become women who can finally look at ourselves and say: There She Is.",48921
All Boys Aren’t Blue,ISBN not found,George M. Johnson,"['Nonfiction', 'Memoir', 'LGBT', 'Queer', 'Audiobook', 'Banned Books', 'Biography']",4.21,37222,6083,304,Hardcover,"First published April 28, 2020","In a series of personal essays, prominent journalist and LGBTQIA+ activist George M. Johnson explores his childhood, adolescence, and college years in New Jersey and Virginia. From the memories of getting his teeth kicked out by bullies at age five, to flea marketing with his loving grandmother, to his first sexual relationships, this young-adult memoir weaves together the trials and triumphs faced by Black queer boys.Both a primer for teens eager to be allies as well as a reassuring testimony for young queer men of color, All Boys Aren't Blue covers topics such as gender identity, toxic masculinity, brotherhood, family, structural marginalization, consent, and Black joy. Johnson's emotionally frank style of writing will appeal directly to young adults.",36162
The Answer Is…: Reflections on My Life,here,Alex Trebek,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Adult']",4.20,30836,4915,290,Hardcover,"First published July 21, 2020","An alternative cover edition for this ISBN can be found here.Longtime Jeopardy! host and television icon Alex Trebek reflects on his life and career.Since debuting as the host of Jeopardy! in 1984, Alex Trebek has been something like a family member to millions of television viewers, bringing entertainment and education into their homes five nights a week. Last year, he made the stunning announcement that he had been diagnosed with stage four pancreatic cancer. What followed was an incredible outpouring of love and kindness. Social media was flooded with messages of support, and the Jeopardy! studio received boxes of cards and letters offering guidance, encouragement, and prayers.For over three decades, Trebek had resisted countless appeals to write a book about his life. Yet he was moved so much by all the goodwill, he felt compelled to finally share his story. “I want people to know a little more about the person they have been cheering on for the past year,” he writes in The Answer Is…: Reflections on My Life.The book combines illuminating personal anecdotes with Trebek’s thoughts on a range of topics, including marriage, parenthood, education, success, spirituality, and philanthropy. Trebek also addresses the questions he gets asked most often by Jeopardy! fans, such as what prompted him to shave his signature mustache, his insights on legendary players like Ken Jennings and James Holzhauer, and his opinion of Will Ferrell’s Saturday Night Live impersonation. The book uses a novel structure inspired by Jeopardy!, with each chapter title in the form of a question, and features dozens of never-before-seen photos that candidly capture Trebek over the years.This wise, charming, and inspiring book is further evidence why Trebek has long been considered one of the most beloved and respected figures in entertainment.",28976
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,ISBN not found,Mary L. Trump,"['Nonfiction', 'Biography', 'Politics', 'Memoir', 'Audiobook', 'History', 'Psychology']",3.82,88429,11847,225,Hardcover,"First published July 14, 2020","In this revelatory, authoritative portrait of Donald J. Trump and the toxic family that made him, Mary L. Trump, a trained clinical psychologist and Donald’s only niece, shines a bright light on the dark history of their family in order to explain how her uncle became the man who now threatens the world’s health, economic security, and social fabric.Mary Trump spent much of her childhood in her grandparents’ large, imposing house in the heart of Queens, where Donald and his four siblings grew up. She describes a nightmare of traumas, destructive relationships, and a tragic combination of neglect and abuse. She explains how specific events and general family patterns created the damaged man who currently occupies the Oval Office, including the strange and harmful relationship between Fred Trump and his two oldest sons, Fred Jr. and Donald.A first-hand witness to countless holiday meals and family interactions, Mary brings an incisive wit and unexpected humor to sometimes grim, often confounding family events. She recounts in unsparing detail everything from her uncle Donald’s place in the family spotlight and Ivana’s penchant for re-gifting to her grandmother’s frequent injuries and illnesses and the appalling way Donald, Fred Trump’s favorite son, dismissed and derided him when he began to succumb to Alzheimer’s.Numerous pundits, armchair psychologists, and journalists have sought to parse Donald J. Trump’s lethal flaws. Mary L. Trump has the education, insight, and intimate familiarity needed to reveal what makes Donald, and the rest of her clan, tick. She alone can recount this fascinating, unnerving saga, not just because of her insider’s perspective but also because she is the only Trump willing to tell the truth about one of the world’s most powerful and dysfunctional families.",21297
Open Book,here.,Jessica Simpson,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Autobiography', 'Biography Memoir', 'Music']",4.11,100117,9409,416,Hardcover,"First published February 4, 2020","An alternate cover edition can be found here.Jessica tells of growing up in 1980s Texas where she was sexually abused by the daughter of a family friend, and of unsuccessfully auditioning for the Mickey Mouse Club at age 13 with Justin Timberlake and Ryan Gosling before going on to sign a record deal with Columbia and marrying 98 Degrees member Nick Lachey. Along the way, she details the struggles in her life, such as the pressure to support her family as a teenager, divorcing Lachey, enduring what she describes as an emotionally abusive relationship with musician John Mayer, being body-shamed in an overly appearance-centered industry, and going through bouts of heavy drinking. But Simpson ends on a positive note, discussing her billion-dollar apparel line and marriage with professional football star Eric Johnson, with whom she has three children.",20086
The Meaning of Mariah Carey,ISBN not found,Mariah Carey,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Music', 'Autobiography', 'Biography Memoir']",4.06,22269,2759,349,Hardcover,"First published September 29, 2020","It took me a lifetime to have the courage and the clarity to write my memoir. I want to tell the story of the moments - the ups and downs, the triumphs and traumas, the debacles and the dreams, that contributed to the person I am today. Though there have been countless stories about me throughout my career and very public personal life, it’s been impossible to communicate the complexities and depths of my experience in any single magazine article or a ten-minute television interview. And even then, my words were filtered through someone else’s lens, largely satisfying someone else’s assignment to define me.This book is composed of my memories, my mishaps, my struggles, my survival and my songs. Unfiltered. I went deep into my childhood and gave the scared little girl inside of me a big voice. I let the abandoned and ambitious adolescent have her say, and the betrayed and triumphant woman I became tell her side.Writing this memoir was incredibly hard, humbling and healing. My sincere hope is that you are moved to a new understanding, not only about me, but also about the resilience of the human spirit.Love,Mariah",12901
Everything Beautiful in Its Time: Seasons of Love and Loss,ISBN not found,Jenna Bush Hager,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Family', 'History']",4.27,12431,1456,228,Hardcover,"First published September 8, 2020","Jenna Bush Hager, the former first daughter and granddaughter, bestselling author, and coanchor of the Today show, shares moving, funny stories about her beloved grandparents and the wisdom they passed on that has shaped her life.To the world, George and Barbara Bush were America’s powerful president and influ­ential first lady. To Jenna Bush Hager, they were her beloved Gampy and Ganny, who taught her about respect, humility, kindness, and living a life of passion and meaning—timeless lessons that continue to guide her.In Midland, Texas, Jenna’s maternal grandparents, Harold and Jenna Welch—Pa and Grammee—a home builder and homemaker, lived a quieter life outside the national spotlight. Yet their influence was no less indelible to their granddaughter. Throughout Jenna’s childhood and adolescence, the Welches taught her the name of every star in the sky, the way a dove uses her voice—teaching her to appreciate the beauty in the smallest things.Now the mother of three young children, Jenna pays homage to her grandparents in this collection of heartwarming, intimate personal essays. Filled with love, laughter, and unforgettable stories, Everything Beautiful in Its Time captures the joyous and bittersweet nature of life itself. Jenna reflects on the single year in which she and her family lost Barbara and George H. W. Bush, and Jenna Welch. With the light, self-deprecating charm of the bestselling Sisters First—cowritten with her twin sister, Barbara—Jenna reveals how they navigated this difficult period with grace, faith, and nostalgic humor, uplifted by their grandparents’ sage advice and incomparable spirits.In this moving book, Jenna remembers the past, cherishes the present, and prepares for the future—providing a wealth of anecdotes and lessons for her own children and all of us. Poignant and humorous, intimate and sincere, Everything Beautiful in Its Time is a warm and wonderful celebration of the enduring power of family and an exploration of the things that truly matter most.",9262
