title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Silver in the Bone,ISBN not found,Alexandra Bracken,"Fantasy, Young Adult, Mythology, Young Adult Fantasy, Romance, Retellings, Fiction",3.91,"7,810","1,924",480,Hardcover,"First published April 4, 2023","A series opener inspired by Arthurian legend and fueled by love, revenge, and pure adrenaline!Tamsin Lark didn’t ask to be a Hollower. As a mortal with no magical talent, she was never meant to break into ancient crypts, or compete with sorceresses and Cunningfolk for the treasures inside. But after her thieving foster father disappeared without so much as a goodbye, it was the only way to keep herself—and her brother, Cabell—alive.Ten years later, rumors are swirling that her guardian vanished with a powerful ring from Arthurian legend. A run-in with her rival Emrys ignites Tamsin’s hope that the ring could free Cabell from a curse that threatens both of them. But they aren’t the only ones who covet the ring.As word spreads, greedy Hollowers start circling, and many would kill to have it for themselves. While Emrys is the last person Tamsin would choose to partner with, she needs all the help she can get to edge out her competitors in the race for the ring. Together, they dive headfirst into a vipers’ nest of dark magic, exposing a deadly secret with the power to awaken ghosts of the past and shatter her last hope of saving her brother. . . .",2581
The Scarlet Veil,ISBN not found,Shelby Mahurin,"Fantasy, Vampires, Romance, Young Adult, Paranormal, Young Adult Fantasy, Fantasy Romance",4.15,"5,996","1,452",640,Hardcover,"First published September 26, 2023","This dark and thrilling vampire romance—set in the world of the New York Times bestselling Serpent & Dove series—is perfect for fans of Sarah J. Maas!Célie Tremblay has always been a good girl: kind and beautiful, a daughter of whom every parent would be proud. She surprises the entire kingdom when she defies tradition to become the first huntswoman—including her new captain and fiancé, Jean Luc, who rules the huntsmen with an iron fist. He isn’t the only one concerned for Célie’s safety, however. Though her friends try to protect her from the horrors of her past, mysterious whispers still haunt her, and a new evil is rising in Belterra—leaving bodies in its wake, each one drained of blood.Determined to prove herself in her new role, Célie tracks the killer to the lair of Les Éternels—ancient creatures only spoken about in nursery rhymes—and catches the attention of their king, a monster who hides his plans for her behind beautiful words and sharp smiles. Now Célie has new reason to fear the dark because the closer he gets, the more tempted she feels to give in to his dark hunger—and her own.",2301
Bring Me Your Midnight,ISBN not found,Rachel  Griffin,"Fantasy, Romance, Young Adult, Witches, Young Adult Fantasy, Magic, Fantasy Romance",3.99,"6,319","1,876",402,Hardcover,"First published August 1, 2023","From the New York Times bestselling author of The Nature of Witches and Wild is the Witch comes a lush romantic fantasy about forbidden love, the choices we make, and the pull between duty and desire.Tana Fairchild’s fate has never been in question. Her life has been planned out since the moment she was born: she is to marry the governor’s son, Landon, and secure an unprecedented alliance between the witches of her island home and the mainlanders who see her very existence as a threat.Tana’s coven has appeased those who fear their power for years by releasing most of their magic into the ocean during the full moon. But when Tana misses the midnight ritual—a fatal mistake—there is no one she can turn to for help…until she meets Wolfe. Wolfe claims he is from a coven that practices dark magic, making him one of the only people who can help her. But he refuses to let Tana’s power rush into the sea, and instead teaches her his forbidden magic. A magic that makes her feel powerful. Alive. As the sea grows more violent, her coven loses control of the currents, a danger that could destroy the alliance as well as her island. Tana will have to choose between love and duty, between loyalty to her people and loyalty to her heart. Marrying Landon would secure peace for her coven but losing Wolfe and his wild magic could cost her everything else.",2199
House of Marionne,ISBN not found,J. Elle,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Magic, Fantasy Romance",3.64,"3,764",960,400,Hardcover,"First published August 29, 2023","Rich is the blood of the chosen17 year-old Quell has lived her entire life on the run. She and her mother have fled from city to city, in order to hide the deadly magic that flows through Quell’s veins. Until someone discovers her dark secret.To hide from the assassin hunting her, and keep her mother out of harm’s way, Quell reluctantly inducts into a debutante society of magical social elites called the Order that she never knew existed. If she can pass their three rites of membership, mastering their proper form of magic, she’ll be able to secretly bury her forbidden magic forever. If caught, she will be killed.But becoming the perfect debutante is a lot harder than Quell imagined, especially when there’s more than tutoring happening with Jordan, her brooding mentor and— assassin in training. When Quell uncovers the deadly lengths the Order will go to defend its wealth and power, she’s forced to choose: embrace the dark magic she’s been running from her entire life or risk losing everything, and everyone, she’s grown to love.Still, she fears the most formidable monster she’ll have to face is the one inside.",935
Check & Mate,ISBN not found,Ali Hazelwood,"Romance, Young Adult, Contemporary, Fiction, Contemporary Romance, Audiobook, New Adult",4.01,"162,523","29,021",352,Paperback,"First published November 7, 2023","In this clever and swoonworthy YA debut from the New York Times bestselling author of The Love Hypothesis, life's moving pieces bring rival chess players together in a match for the heart.Mallory Greenleaf is done with chess. Every move counts nowadays; after the sport led to the destruction of her family four years earlier, Mallory's focus is on her mom, her sisters, and the dead-end job that keeps the lights on. That is, until she begrudgingly agrees to play in one last charity tournament and inadvertently wipes the board with notorious ""Kingkiller"" Nolan Sawyer: current world champion and reigning Bad Boy of chess.Nolan's loss to an unknown rook-ie shocks everyone. What's even more confusing? His desire to cross pawns again. What kind of gambit is Nolan playing? The smart move would be to walk away. Resign. Game over. But Mallory's victory opens the door to sorely needed cash-prizes and despite everything, she can't help feeling drawn to the enigmatic strategist....As she rockets up the ranks, Mallory struggles to keep her family safely separated from the game that wrecked it in the first place. And as her love for the sport she so desperately wanted to hate begins to rekindle, Mallory quickly realizes that the games aren't only on the board, the spotlight is brighter than she imagined, and the competition can be fierce (-ly attractive. And intelligent...and infuriating...)",68736
The Brothers Hawthorne,ISBN not found,Jennifer Lynn Barnes,"Mystery, Young Adult, Romance, Fiction, Mystery Thriller, Contemporary, Fantasy",3.97,"70,619","9,302",480,Hardcover,"First published August 29, 2023","Four brothers. Two missions. One explosive read. Jennifer Lynn Barnes returns to the world of her #1 bestselling Inheritance Games trilogy, and the stakes have never been higher.    Grayson Hawthorne was raised as the heir apparent to his billionaire grandfather, taught from the cradle to put family first. Now the great Tobias Hawthorne is dead and his family disinherited, but some lessons linger. When Grayson’s half-sisters find themselves in trouble, he swoops in to do what he does best: take care of the problem—efficiently, effectively, mercilessly. And without getting bogged down in emotional entanglements.  Jameson Hawthorne is a risk-taker, a sensation-seeker, a player of games. When his mysterious father appears and asks for a favor, Jameson can’t resist the challenge. Now he must infiltrate London’s most exclusive underground gambling club, which caters to the rich, the powerful, and the aristocratic, and win an impossible game of greatest stakes. Luckily, Jameson Hawthorne lives for impossible.   Drawn into twisted games on opposite sides of the globe, Grayson and Jameson—with the help of their brothers and the girl who inherited their grandfather’s fortune—must dig deep to decide who they want to be and what each of them will sacrifice to win.",65748
Five Survive,ISBN not found,Holly  Jackson,"Mystery, Thriller, Young Adult, Mystery Thriller, Fiction, Audiobook, Contemporary",4.08,"130,503","23,374",388,Hardcover,"First published November 29, 2022","Red Kenny is on a road trip for spring break with five friends: Her best friend - the older brother - his perfect girlfriend - a secret crush - a classmate - and a killer. When their RV breaks down in the middle of nowhere with no cell service, they soon realize this is no accident. They have been trapped by someone out there in the dark, someone who clearly wants one of them dead.With eight hours until dawn, the six friends must escape, or figure out which of them is the target. But is there a liar among them? Buried secrets will be forced to light and tensions inside the RV will reach deadly levels. Not all of them will survive the night...Eight hours. Six friends. Five survive. A road trip turns deadly in this addictive YA thriller from the bestselling author of the worldwide phenomenon A GOOD GIRL'S GUIDE TO MURDER.",57736
One of Us Is Back,ISBN not found,Karen M. McManus,"Mystery, Young Adult, Thriller, Mystery Thriller, Fiction, Contemporary, Audiobook",3.98,"40,170","4,853",368,Kindle,"First published July 25, 2023","The explosive third and final thrilling instalment in the acclaimed One of Us... series. Ever since Simon died in detention, life hasn't been easy for the Bayview Crew. First the Bayview Four had to prove they weren't killers. Then a new generation had to outwit a vengeful copycat. Now, it's beginning again. At first the mysterious billboard seems like a bad joke: Time for a new game, Bayview. But when a member of the crew disappears, it's clear this 'game' just got serious - and no one understands the rules.Everyone's a target. And now that someone unexpected has returned to Bayview, things are starting to get deadly. The thing is, Simon was right about secrets – they all come out, eventually. And Bayview has a lot it's still hiding.",28037
Immortality: A Love Story,ISBN not found,Dana Schwartz,"Historical Fiction, Romance, Fantasy, Young Adult, Fiction, Historical, Audiobook",3.94,"21,234","3,261",389,Hardcover,"First published February 28, 2023","Hazel Sinnett is alone and half convinced the events of the year before—the immortality, Beecham’s vial—were a figment of her imagination. She doesn’t even know if Jack is alive or dead. All she can really do now is treat patients and maintain Hawthornden Castle as it starts to decay around her.When saving a life leads to her arrest, Hazel seems doomed to rot in prison until a message intervenes: Hazel has been specifically requested to be the personal physician of Princess Charlotte, the sickly granddaughter of King George III. Soon Hazel is dragged into the glamour and romance of a court where everyone has something to hide, especially the enigmatic, brilliant members of a social club known as the Companions to the Death. As Hazel’s work entangles her more and more with the British court, she realizes that her own future as a surgeon isn't the only thing at stake for her. Malicious forces are at work in the monarchy, and Hazel may be the only one capable of setting things right.",23765
Highly Suspicious and Unfairly Cute,ISBN not found,Talia Hibbert,"Romance, Young Adult, Contemporary, Fiction, Audiobook, Young Adult Romance, Contemporary Romance",3.74,"29,047","6,645",336,ebook,"First published January 3, 2023","From the New York Times bestselling author of the Brown Sisters trilogy, comes a laugh-out-loud story about a quirky content creator and a clean-cut athlete testing their abilities to survive the great outdoors--and each other.Bradley Graeme is pretty much perfect. He's a star football player, manages his OCD well (enough), and comes out on top in all his classes . . . except the ones he shares with his ex-best friend, Celine.Celine Bangura is conspiracy-theory-obsessed. Social media followers eat up her takes on everything from UFOs to holiday overconsumption--yet, she's still not cool enough for the popular kids' table. Which is why Brad abandoned her for the in-crowd years ago. (At least, that's how Celine sees it.)These days, there's nothing between them other than petty insults and academic rivalry. So when Celine signs up for a survival course in the woods, she's surprised to find Brad right beside her.Forced to work as a team for the chance to win a grand prize, these two teens must trudge through not just mud and dirt but their messy past. And as this adventure brings them closer together, they begin to remember the good bits of their history. But has too much time passed . . . or just enough to spark a whole new kind of relationship?",22755
Warrior Girl Unearthed,ISBN not found,Angeline Boulley,"Young Adult, Mystery, Fiction, Contemporary, Audiobook, Fantasy, Thriller",4.35,"17,320","2,846",400,Hardcover,"First published May 2, 2023","Perry Firekeeper-Birch was ready for her Summer of Slack but instead, after a fender bender that was entirely not her fault, she’s stuck working to pay back her Auntie Daunis for repairs to the Jeep.Thankfully she has the other outcasts of the summer program, Team Misfit Toys, and even her twin sister Pauline. Together they ace obstacle courses, plan vigils for missing women in the community, and make sure summer doesn’t feel so lost after all.But when she attends a meeting at a local university, Perry learns about the “Warrior Girl”, an ancestor whose bones and knife are stored in the museum archives, and everything changes. Perry has to return Warrior Girl to her tribe. Determined to help, she learns all she can about NAGPRA, the federal law that allows tribes to request the return of ancestral remains and sacred items. The university has been using legal loopholes to hold onto Warrior Girl and twelve other Anishinaabe ancestors’ remains, and Perry and the Misfits won’t let it go on any longer.Using all of their skills and resources, the Misfits realize a heist is the only way to bring back the stolen artifacts and remains for good. But there is more to this repatriation than meets the eye as more women disappear and Pauline’s perfectionism takes a turn for the worse. As secrets and mysteries unfurl, Perry and the Misfits must fight to find a way to make things right – for the ancestors and for their community.",20401
"Imogen, Obviously",ISBN not found,Becky Albertalli,"Romance, LGBT, Young Adult, Queer, Contemporary, Lesbian, Fiction",4.26,"18,371","4,218",432,Hardcover,"First published May 2, 2023","With humor and insight, #1 New York Times bestseller Becky Albertalli explores the nuances of sexuality, identity, and friendship. Imogen Scott may be hopelessly heterosexual, but she’s got the World’s Greatest Ally title locked down.She's never missed a Pride Alliance meeting. She knows more about queer media discourse than her very queer little sister. She even has two queer best friends. There's Gretchen, a fellow high school senior, who helps keep Imogen's biases in check. And then there's Lili—newly out and newly thriving with a cool new squad of queer college friends.Imogen's thrilled for Lili. Any ally would be. And now that she's finally visiting Lili on campus, she's bringing her ally A game. Any support Lili needs, Imogen's all in.Even if that means bending the truth, just a little.Like when Lili drops a tiny queer bombshell: she's told all her college friends that Imogen and Lili used to date. And none of them know that Imogen is a raging hetero—not even Lili’s best friend, Tessa.Of course, the more time Imogen spends with chaotic, freckle-faced Tessa, the more she starts to wonder if her truth was ever all that straight to begin with. . .",17288
The Davenports,ISBN not found,Krystal Marquis,"Historical Fiction, Romance, Young Adult, Historical, Fiction, Historical Romance, Audiobook",3.67,"10,102","2,150",384,Hardcover,"First published January 31, 2023","In 1910, the Davenports are one of the few Black families of immense wealth and status in a changing United States, their fortune made through the entrepreneurship of William Davenport, a formerly enslaved man who founded the Davenport Carriage Company years ago. Now the Davenports live surrounded by servants, crystal chandeliers, and endless parties, finding their way and finding love—even where they're not supposed to.There is Olivia, the beautiful elder Davenport daughter, ready to do her duty by getting married. . . until she meets the charismatic civil rights leader Washington DeWight and sparks fly. The younger daughter, Helen, is more interested in fixing cars than falling in love—unless it's with her sister's suitor. Amy-Rose, the childhood friend turned maid to the Davenport sisters, dreams of opening her own business—and marrying the one man she could never be with, Olivia and Helen's brother, John. But Olivia's best friend, Ruby, also has her sights set on John Davenport, though she can't seem to keep his interest . . . until family pressure has her scheming to win his heart, just as someone else wins hers. The first book in a breathless new series, The Davenports offers a glimpse into a period of African American history often overlooked, while delivering a totally escapist, swoon-worthy read. Inspired by the real-life story of C.R. Patterson and his family, it's the tale of four determined and passionate young Black women discovering the courage to steer their own path in life—and love.",15401
Reign,ISBN not found,Katharine McGee,"Young Adult, Romance, Audiobook, Fiction, Contemporary, Chick Lit, Fantasy",3.93,"21,742","2,312",415,Paperback,"First published August 29, 2023","A queen's life hangs in the balance, and her siblings’ decisions—about what to do, and most of all, who to love—could change the course of history. Romance. Duty. Power...only one can triumph in this stunning conclusion to the New York Times bestselling American Royals series.America's royal family is in shambles. Queen Beatrice is in a coma and Princess Samantha has gone missing—from the look of things, she ran away with her boyfriend, Lord Marshall Davis. Which means that Prince Jefferson is currently on the throne. For some in America, it's exactly what they wanted: a King ruling the country. And for Daphne Deighton, who has tricked Jefferson into dating her again, it's the ultimate dream come true. Surely this is all just temporary. Won’t Beatrice wake up and reclaim her rightful place? Samantha can't really be gone…can she? And Prince Jefferson will never truly be over his childhood crush, Nina Gonzalez. Right?For the Washington family, the stakes are higher than ever. Love might save the throne….if secrets don’t destroy everything first.",12821
We Deserve Monuments,ISBN not found,Jas Hammonds,"Young Adult, LGBT, Contemporary, Romance, Fiction, Lesbian, Queer",4.32,"7,670","1,527",384,Hardcover,"First published November 29, 2022","Family secrets, a swoon-worthy romance, and a slow-burn mystery collide in We Deserve Monuments, a YA debut from Jas Hammonds that explores how racial violence can ripple down through generations. What’s more important: Knowing the truth or keeping the peace?Seventeen-year-old Avery Anderson is convinced her senior year is ruined when she's uprooted from her life in DC and forced into the hostile home of her terminally ill grandmother, Mama Letty. The tension between Avery’s mom and Mama Letty makes for a frosty arrival and unearths past drama they refuse to talk about. Every time Avery tries to look deeper, she’s turned away, leaving her desperate to learn the secrets that split her family in two.While tempers flare in her avoidant family, Avery finds friendship in unexpected places: in Simone Cole, her captivating next-door neighbor, and Jade Oliver, daughter of the town’s most prominent family—whose mother’s murder remains unsolved.As the three girls grow closer—Avery and Simone’s friendship blossoming into romance—the sharp-edged opinions of their small southern town begin to hint at something insidious underneath. The racist history of Bardell, Georgia is rooted in Avery’s family in ways she can’t even imagine. With Mama Letty's health dwindling every day, Avery must decide if digging for the truth is worth toppling the delicate relationships she's built in Bardell—or if some things are better left buried.",5943
Nine Liars,ISBN not found,Maureen Johnson,"Mystery, Young Adult, Audiobook, Mystery Thriller, Thriller, Fiction, Contemporary",3.82,"23,562","4,413",445,Hardcover,"First published December 27, 2022","Senior year at Ellingham Academy for Stevie Bell isn’t going well. Her boyfriend, David, is studying in London. Her friends are obsessed with college applications. With the cold case of the century solved, Stevie is adrift. There is nothing to distract her from the questions pinging around her brain—questions about college, love, and life in general.Relief comes when David invites Stevie and her friends to join him for study abroad, and his new friend Izzy introduces her to a double-murder cold case. In 1995, nine friends from Cambridge University went to a country house and played a drunken game of hide-and-seek. Two were found in the woodshed the next day, murdered with an ax.The case was assumed to be a burglary gone wrong, but one of the remaining seven saw something she can’t explain. This was no break-in. Someone’s lying about what happened in the woodshed.Seven suspects. Two murders. One killer still playing a deadly game.",5728
Never Ever Getting Back Together,ISBN not found,Sophie Gonzales,"Romance, LGBT, Contemporary, Young Adult, Lesbian, Queer, Fiction",3.69,"15,874","3,965",384,Hardcover,"First published November 29, 2022","When their now famous ex-boyfriend asks them to participate in a teen reality show, two eighteen year old girls—one bent on revenge, the other open to rekindling romance—get tangled up in an unexpected twist when they fall for each other instead in Never Ever Getting Back Together by nationally and internationally-bestselling and Indie Next Pick author Sophie Gonzales.It’s been two years since Maya's ex-boyfriend cheated on her, and she still can’t escape him: his sister married the crown prince of a minor European country and he captured hearts as her charming younger brother. If the world only knew the real Jordy, the manipulative liar who broke Maya’s heart.Skye Kaplan was always cautious with her heart until Jordy said all the right things and earned her trust. Now his face is all over the media and Skye is still wondering why he stopped calling.When Maya and Skye are invited to star on the reality dating show Second-Chance Romance, they’re whisked away to a beautiful mansion—along with four more of Jordy’s exes— to compete for his affections while the whole world watches. Skye wonders if she and Jordy can recapture the spark she knows they had, but Maya has other plans: exposing Jordy and getting revenge. As they navigate the competition, Skye and Maya discover that their real happily ever after is nothing they could have scripted.",4661
Pride and Prejudice and Pittsburgh,ISBN not found,Rachael Lippincott,"Romance, LGBT, Lesbian, Young Adult, Queer, Historical Fiction, Fiction",4.02,"6,192","1,264",256,Hardcover,"First published January 1, 2023","What if you found a once-in-a-lifetime love…just not in your lifetime?Audrey Cameron has lost her spark. But after getting dumped by her first love and waitlisted at her dream art school all in one week, she has no intention of putting her heart on the line again to get it back. So when local curmudgeon Mr. Montgomery walks into her family’s Pittsburgh convenience store saying he can help her, Audrey doesn’t know what she’s expecting…but it’s definitely not that she’ll be transported back to 1812 to become a Regency romance heroine.Lucy Sinclair isn’t expecting to find an oddly dressed girl claiming to be from two hundred years in the future on her family’s estate. But she has to admit it’s a welcome distraction from being courted by a man her father expects her to marry—who offers a future she couldn’t be less interested in. Not that anyone has cared about what or who she’s interested in since her mother died, taking Lucy’s spark with her.While the two girls try to understand what’s happening and how to send Audrey home, their sparks make a comeback in a most unexpected way. Because as they both try over and over to fall for their suitors and the happily-ever-afters everyone expects of them, they find instead they don’t have to try at all to fall for each other.But can a most unexpected love story survive even more impossible circumstances?",3968
What Happens After Midnight,ISBN not found,K.L. Walther,"Romance, Young Adult, Contemporary, Young Adult Romance, Fiction, Contemporary Romance, Audiobook",3.76,"15,707","2,930",384,Paperback,"First published June 27, 2023","Lily Hopper has two more weeks until she's officially finished with boarding school. With graduation quickly approaching Lily is worried that she's somehow missed out on the fun of being in high school. So, when she receives a mysterious note inviting her to join the anonymous senior class Jester in executing the end-of-year prank, Lily sees her chance to put her goody-two-shoes reputation behind her.When Lily realizes the Jester is none other than Taggart Swell, her ex- boyfriend, she's already in too deep to back out. Lily might've dumped Tag, but she still has major feelings. Plus, his brilliant plan to steal the school's yearbooks, targets none other than Lilly's prom date: the Senior Class President, Daniel.As the group of pranksters hide cryptic clues across campus for Daniel to find, Lily and Tag find themselves in close quarters. As the exes dodge Campus Safety guards, night owl teachers, a troop of freshmen, and even Daniel himself, new sparks fly. But old hurts and painful secrets refuse to be ignored. And with graduation on the horizon, Lily can only hope that breaking the rules will help mend her heart.",3794
Together We Rot,ISBN not found,Skyla Arndt,"Horror, Fantasy, Young Adult, Romance, Mystery, Paranormal, Gothic",3.60,"3,096","1,154",272,Hardcover,"First published August 29, 2023","A teen girl looking for the truth about her missing mother forms a reluctant alliance with her former best friend...in exchange for hiding him from his cult-leading family.Wil Greene's mom has been missing for over a year, and the police are ready to call the case closed--they claim she skipped town and you can't find a woman who wants to disappear. But she knows her mom wouldn't just leave...and she knows the family of her former best friend, Elwood Clarke, has something to do with it.Elwood has been counting down the days until his 18th birthday--in dread. It marks leaving school and joining his pastor father in dedicating his life to their congregation, the Garden of Adam. But when he comes home after one night of after a final goodbye with his friends, already self-flagellating for the sins of drinking and disobeying his father, he discovers his path is not as virtuous as he thought. He's not his father's successor, but his sacrifice. For the woods he's grown up with are thirsty, and must be paid in blood.Now on the run from a family that wants him dead, he turns to the only one who will believe him: Wil. Together, they form a reluctant partnership; she'll help him hide if he helps her find evidence that his family killed her mother. But in the end they dig up more secrets than they bargained for, unraveling decades of dark cult dealings in their town, led by the Clarke family.And there's a reason they need Elwood's blood for their satanic rituals. Something inhuman is growing inside of him. Everywhere he goes, the plants come alive and the forest calls to him, and Wil isn't sure if she can save the boy she can't help but love.",3682
This Time It's Real,ISBN not found,Ann Liang,"Romance, Young Adult, Contemporary, Fiction, Contemporary Romance, Young Adult Romance, Asian Literature",4.03,"14,019","3,587",352,Hardcover,"First published February 7, 2023","When seventeen-year-old Eliza Lin’s essay about meeting the love of her life unexpectedly goes viral, her entire life changes overnight. Now she has the approval of her classmates at her new international school in Beijing, a career-launching internship opportunity at her favorite magazine…and a massive secret to keep.Eliza made her essay up. She’s never been in a relationship before, let alone in love. All good writing is lying, right?Desperate to hide the truth, Eliza strikes a deal with the famous actor in her class, the charming but aloof Caz Song. She’ll help him write his college applications if he poses as her boyfriend. Caz is a dream boyfriend -- he passes handwritten notes to her in class, makes her little sister laugh, and takes her out on motorcycle rides to the best snack stalls around the city.But when her relationship with Caz starts feeling a little too convincing, all of Eliza’s carefully laid plans are threatened. Can she still follow her dreams if it means breaking her own heart?Get ready to fall in love in this hilarious romcom about a girl who begins a fake relationship with the famous actor in her class, perfect for fans of Meg Cabot and Jenny Han.",3435
Thieves' Gambit,ISBN not found,Kayvion Lewis,"Young Adult, Mystery, Thriller, Fiction, Mystery Thriller, Contemporary, Fantasy",3.90,"6,608","1,769",384,Hardcover,"First published September 26, 2023","The Inheritance Games meets Ocean's Eleven in this cinematic heist thriller where a cutthroat competition brings together the world's best thieves and one thief is playing for the highest stakes of all: her mother's life.At only seventeen years old, Ross Quest is already a master thief, especially adept at escape plans. Until her plan to run away from her legendary family of thieves takes an unexpected turn, leaving her mother's life hanging in the balance.In a desperate bid, she enters the Thieves' Gambit, a series of dangerous, international heists where killing the competition isn't exactly off limits, but the grand prize is a wish for anything in the world--a wish that could save her mom. When she learns two of her competitors include her childhood nemesis and a handsome, smooth-talking guy who might also want to steal her heart, winning the Gambit becomes trickier than she imagined.Ross tries her best to stick to the family creed: trust no one whose last name isn't Quest. But with the stakes this high, Ross will have to decide who to con and who to trust before time runs out. After all, only one of them can win.",2804
Forget Me Not,ISBN not found,Alyson Derrick,"Romance, LGBT, Lesbian, Young Adult, Queer, Contemporary, Fiction",4.27,"6,324","1,331",320,Hardcover,"First published April 4, 2023","A romantic ode to the strength of love and the power of choosing each other, against odds and obstacles, again and again.What would you do if you forgot the love of your life ever even existed?Stevie and Nora had a love. A secret, epic, once-in-a-lifetime kind of love. They also had a plan: to leave their small, ultra-conservative town and families behind after graduation and move to California, where they could finally stop hiding that love.But then Stevie has a terrible fall. And when she comes to, she can remember nothing of the last two years—not California, not coming to terms with her sexuality, not even Nora. Suddenly, Stevie finds herself in a life she doesn’t quite understand, one where she’s estranged from her parents, drifting away from her friends, lying about the hours she works, dating a boy she can’t remember crushing on, and headed towards a future that isn’t at all what her fifteen-year-old self would have envisioned.And Nora finds herself…forgotten. Can the two beat the odds a second time and find their way back together when “together” itself is just a lost memory?",2719
Suddenly a Murder,ISBN not found,Lauren Muñoz,"Mystery, Young Adult, Thriller, Mystery Thriller, Contemporary, Fiction, Murder Mystery",3.63,"4,155","1,047",308,Hardcover,"First published September 5, 2023","Seven friends throw a 1920s-themed party, where it's all pretend--until one of them is murdered. One of Us Is Lying meets Knives Out in this killer locked-room mystery.Someone brought a knife to the party.To celebrate the end of high school, Izzy Morales joins her ride-or-die Kassidy and five friends on a 1920s-themed getaway at the glamorous Ashwood Manor. There, Izzy and her friends party in vintage dresses and expensive diamonds--until Kassidy's boyfriend turns up dead.Murdered,  investigators declare when they arrive at the scene, and now every party guest is a suspect. There's the girlfriend, in love. The other girl, in despair. The old friend, forlorn. The new friend, distressed. The brooding enigma. And then, there's Izzy--the girl who brought the knife.To find the killer, everyone must undergo a grueling interrogation, all while locked in an estate where, suddenly, the greatest luxury is innocence.",1861
Weyward,ISBN not found,Emilia Hart,"Historical Fiction, Fantasy, Fiction, Magical Realism, Historical, Witches, Audiobook",4.09,"142,609","17,519",329,Hardcover,"First published February 2, 2023","
I am a Weyward, and wild inside.
2019: Under cover of darkness, Kate flees London for ramshackle Weyward Cottage, inherited from a great aunt she barely remembers. With its tumbling ivy and overgrown garden, the cottage is worlds away from the abusive partner who tormented Kate. But she begins to suspect that her great aunt had a secret. One that lurks in the bones of the cottage, hidden ever since the witch-hunts of the 17th century.1619: Altha is awaiting trial for the murder of a local farmer who was stampeded to death by his herd. As a girl, Altha’s mother taught her their magic, a kind not rooted in spell casting but in a deep knowledge of the natural world. But unusual women have always been deemed dangerous, and as the evidence for witchcraft is set out against Altha, she knows it will take all of her powers to maintain her freedom.1942: As World War II rages, Violet is trapped in her family's grand, crumbling estate. Straitjacketed by societal convention, she longs for the robust education her brother receives––and for her mother, long deceased, who was rumored to have gone mad before her death. The only traces Violet has of her are a locket bearing the initial W and the word weyward scratched into the baseboard of her bedroom.Weaving together the stories of three extraordinary women across five centuries, Emilia Hart's Weyward is an enthralling novel of female resilience and the transformative power of the natural world.",45420
Ink Blood Sister Scribe,ISBN not found,Emma Törzs,"Fantasy, Fiction, Magical Realism, Magic, Adult, Books About Books, Urban Fantasy",4.05,"34,061","5,379",416,Hardcover,"First published May 30, 2023","In this spellbinding debut novel, two estranged half-sisters tasked with guarding their family's library of magical books must work together to unravel a deadly secret at the heart of their collection--a tale of familial loyalty and betrayal, and the pursuit of magic and power.For generations, the Kalotay family has guarded a collection of ancient and rare books. Books that let a person walk through walls or manipulate the elements--books of magic that half-sisters Joanna and Esther have been raised to revere and protect.All magic comes with a price, though, and for years the sisters have been separated. Esther has fled to a remote base in Antarctica to escape the fate that killed her own mother, and Joanna's isolated herself in their family home in Vermont, devoting her life to the study of these cherished volumes. But after their father dies suddenly while reading a book Joanna has never seen before, the sisters must reunite to preserve their family legacy. In the process, they'll uncover a world of magic far bigger and more dangerous than they ever imagined, and all the secrets their parents kept hidden; secrets that span centuries, continents, and even other libraries . . .",32924
Pineapple Street,ISBN not found,Jenny   Jackson,"Fiction, Audiobook, Contemporary, Literary Fiction, Family, Historical Fiction, Adult",3.58,"154,265","14,428",304,Hardcover,"First published March 7, 2023","Darley, the eldest daughter in the well-connected, old money Stockton family, followed her heart, trading her job and her inheritance for motherhood but giving up far too much in the process; Sasha, a middle-class New England girl, has married into the Brooklyn Heights family, and finds herself cast as the arriviste outsider; and Georgiana, the baby of the family, has fallen in love with someone she can’t have and must decide what kind of person she wants to be.  Shot through with the indulgent pleasures of life among New York’s one-percenters, Pineapple Street is an addictive, escapist novel that sparkles with wit. Full of recognizable, lovable—if fallible—characters, it’s about the peculiar unknowability of someone else’s family, the miles between the haves and have-nots, and the insanity of first love—all wrapped in a deliciously funny, sharply observed debut of family, love, and class.",29199
