title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,ISBN not found,Bill  Gates,"['Nonfiction', 'Science', 'Climate Change', 'Environment', 'Politics', 'Audiobook', 'Sustainability']",4.13,46396,4759,272,Hardcover,"First published February 16, 2021","In this urgent, authoritative book, Bill Gates sets out a wide-ranging, practical - and accessible - plan for how the world can get to zero greenhouse gas emissions in time to avoid a climate catastrophe.Bill Gates has spent a decade investigating the causes and effects of climate change. With the help of experts in the fields of physics, chemistry, biology, engineering, political science, and finance, he has focused on what must be done in order to stop the planet's slide toward certain environmental disaster. In this book, he not only explains why we need to work toward net-zero emissions of greenhouse gases, but also details what we need to do to achieve this profoundly important goal.He gives us a clear-eyed description of the challenges we face. Drawing on his understanding of innovation and what it takes to get new ideas into the market, he describes the areas in which technology is already helping to reduce emissions, where and how the current technology can be made to function more effectively, where breakthrough technologies are needed, and who is working on these essential innovations. Finally, he lays out a concrete, practical plan for achieving the goal of zero emissions-suggesting not only policies that governments should adopt, but what we as individuals can do to keep our government, our employers, and ourselves accountable in this crucial enterprise.As Bill Gates makes clear, achieving zero emissions will not be simple or easy to do, but if we follow the plan he sets out here, it is a goal firmly within our reach.",10109
This Is Your Mind on Plants,ISBN not found,Michael Pollan,"['Nonfiction', 'Science', 'Audiobook', 'Psychology', 'Nature', 'Health', 'History']",3.86,28516,2885,288,Hardcover,"First published July 6, 2021","In This Is Your Mind on Plants, Michael Pollan dives deep into three plant drugs--opium, caffeine, and mescaline--and throws the fundamental strangeness, and arbitrariness, of our thinking about them into sharp relief. Exploring and participating in the cultures that have grown up around these drugs while consuming (or, in the case of caffeine, trying not to consume) them, Pollan reckons with the powerful human attraction to psychoactive plants. Why do we go to such great lengths to seek these shifts in consciousness, and then why do we fence that universal desire with laws and customs and fraught feelings?",4199
Remember: The Science of Memory and the Art of Forgetting,ISBN not found,Lisa Genova,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Health', 'Audiobook', 'Neuroscience']",4.19,12800,1902,256,Hardcover,"First published March 23, 2021","A fascinating exploration of the intricacies of how we remember, why we forget, and what we can do to protect our memories, from the Harvard-trained neuroscientist and bestselling author of Still Alice.Have you ever felt a crushing wave of panic when you can't for the life of you remember the name of that actor in the movie you saw last week, or you walk into a room only to forget why you went there in the first place? If you're over forty, you're probably not laughing. You might even be worried that these lapses in memory could be an early sign of Alzheimer's or dementia. In reality, for the vast majority of us, these examples of forgetting are completely normal. Why? Because while memory is amazing, it is far from perfect. Our brains aren't designed to remember every name we hear, plan we make, or day we experience. Just because your memory sometimes fails doesn't mean it's broken or succumbing to disease. Forgetting is actually part of being human. In Remember, neuroscientist and acclaimed novelist Lisa Genova delves into how memories are made and how we retrieve them. You'll learn whether forgotten memories are temporarily inaccessible or erased forever and why some memories are built to exist for only a few seconds (like a passcode) while others can last a lifetime (your wedding day). You'll come to appreciate the clear distinction between normal forgetting (where you parked your car) and forgetting due to Alzheimer's (that you own a car). And you'll see how memory is profoundly impacted by meaning, emotion, sleep, stress, and context. Once you understand the language of memory and how it functions, its incredible strengths and maddening weaknesses, its natural vulnerabilities and potential superpowers, you can both vastly improve your ability to remember and feel less rattled when you inevitably forget. You can set educated expectations for your memory, and in doing so, create a better relationship with it. You don't have to fear it anymore. And that can be life-changing.",4144
"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",ISBN not found,George Saunders,"['Nonfiction', 'Writing', 'Short Stories', 'Essays', 'Russia', 'Books About Books', 'Literature']",4.54,18760,3370,410,Hardcover,"First published January 12, 2021","For the last twenty years, George Saunders has been teaching a class on the Russian short story to his MFA students at Syracuse University. In A Swim in a Pond in the Rain, he shares a version of that class with us, offering some of what he and his students have discovered together over the years. Paired with iconic short stories by Chekhov, Turgenev, Tolstoy, and Gogol, the seven essays in this book are intended for anyone interested in how fiction works and why it’s more relevant than ever in these turbulent times.In his introduction, Saunders writes, “We’re going to enter seven fastidiously constructed scale models of the world, made for a specific purpose that our time maybe doesn’t fully endorse but that these writers accepted implicitly as the aim of art—namely, to ask the big questions, questions like, How are we supposed to be living down here? What were we put here to accomplish? What should we value? What is truth, anyway, and how might we recognize it?” He approaches the stories technically yet accessibly, and through them explains how narrative functions; why we stay immersed in a story and why we resist it; and the bedrock virtues a writer must foster. The process of writing, Saunders reminds us, is a technical craft, but also a way of training oneself to see the world with new openness and curiosity.A Swim in a Pond in the Rain is a deep exploration not just of how great writing works but of how the mind itself works while reading, and of how the reading and writing of stories make genuine connection possible.",3805
The Premonition: A Pandemic Story,ISBN not found,Michael   Lewis,"['Nonfiction', 'Science', 'History', 'Politics', 'Health', 'Medicine', 'Medical']",4.34,39536,4073,304,Hardcover,"First published May 4, 2021","For those who could read between the lines, the censored news out of China was terrifying. But the president insisted there was nothing to worry about.Fortunately, we are still a nation of skeptics. Fortunately, there are those among us who study pandemics and are willing to look unflinchingly at worst-case scenarios. Michael Lewis’s taut and brilliant nonfiction thriller pits a band of medical visionaries against the wall of ignorance that was the official response of the Trump administration to the outbreak of COVID-19.The characters you will meet in these pages are as fascinating as they are unexpected. A thirteen-year-old girl’s science project on transmission of an airborne pathogen develops into a very grown-up model of disease control. A local public-health officer uses her worm’s-eye view to see what the CDC misses, and reveals great truths about American society. A secret team of dissenting doctors, nicknamed the Wolverines, has everything necessary to fight the pandemic: brilliant backgrounds, world-class labs, prior experience with the pandemic scares of bird flu and swine flu…everything, that is, except official permission to implement their work.Michael Lewis is not shy about calling these people heroes for their refusal to follow directives that they know to be based on misinformation and bad science. Even the internet, as crucial as it is to their exchange of ideas, poses a risk to them. They never know for sure who else might be listening in.",3791
The Sum of Us: What Racism Costs Everyone and How We Can Prosper Together,ISBN not found,Heather  McGhee,"['Nonfiction', 'Race', 'History', 'Politics', 'Social Justice', 'Audiobook', 'Anti Racist']",4.64,18000,2637,415,Hardcover,"First published February 16, 2021","Heather McGhee's specialty is the American economy--and the mystery of why it so often fails the American public. From the financial crisis to rising student debt to collapsing public infrastructure, she found a common root problem: racism. But not just in the most obvious indignities for people of color. Racism has costs for white people, too. It is the common denominator of our most vexing public problems, the core dysfunction of our democracy and constitutive of the spiritual and moral crises that grip us all. But how did this happen? And is there a way out?McGhee embarks on a deeply personal journey across the country from Maine to Mississippi to California, tallying what we lose when we buy into the zero-sum paradigm--the idea that progress for some of us must come at the expense of others. Along the way, she meets white people who confide in her about losing their homes, their dreams, and their shot at better jobs to the toxic mix of American racism and greed. This is the story of how public goods in this country--from parks and pools to functioning schools--have become private luxuries; of how unions collapsed, wages stagnated, and inequality increased; and of how this country, unique among the world's advanced economies, has thwarted universal healthcare.But in unlikely places of worship and work, McGhee finds proof of what she calls the Solidarity Dividend: gains that come when people come together across race, to accomplish what we simply can't do on our own.McGhee marshals economic and sociological research to paint a story of racism's costs, but at the heart of the book are the humble stories of people yearning to be part of a better America, including white supremacy's collateral victims: white people themselves. With startling empathy, this heartfelt message from a Black woman to a multiracial America leaves us with a new vision for a future in which we finally realize that life can be more than a zero-sum game.",3744
"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred",ISBN not found,Chanda Prescod-Weinstein,"['Science', 'Nonfiction', 'Memoir', 'Feminism', 'Race', 'Physics', 'History']",4.12,3588,679,320,Hardcover,"First published March 9, 2021","From a star theoretical physicist, a journey into the world of particle physics and the cosmos—and a call for a more liberatory practice of science.In  The Disordered Cosmos , Dr. Chanda Prescod-Weinstein shares her love for physics, from the Standard Model of Particle Physics and what lies beyond it, to the physics of melanin in skin, to the latest theories of dark matter—along with a perspective informed by history, politics, and the wisdom of Star Trek . One of the leading physicists of her generation, Dr. Chanda Prescod-Weinstein is also one of fewer than one hundred Black American women to earn a PhD from a department of physics. Her vision of the cosmos is vibrant, buoyantly nontraditional, and grounded in Black and queer feminist lineages. Dr. Prescod-Weinstein urges us to recognize how science, like most fields, is rife with racism, misogyny, and other forms of oppression. She lays out a bold new approach to science and society, beginning with the belief that we all have a fundamental right to know and love the night sky.  The Disordered Cosmos  dreams into existence a world that allows everyone to experience and understand the wonders of the universe.",3639
A Little Devil in America: Notes in Praise of Black Performance,ISBN not found,Hanif Abdurraqib,"['Nonfiction', 'Essays', 'Music', 'History', 'Race', 'Memoir', 'Audiobook']",4.61,7928,1328,301,Hardcover,"First published March 30, 2021","A stirring meditation on Black performance in America from the New York Times bestselling author of Go Ahead in the RainAt the March on Washington in 1963, Josephine Baker was fifty-seven years old, well beyond her most prolific days. But in her speech she was in a mood to consider her life, her legacy, her departure from the country she was now triumphantly returning to. “I was a devil in other countries, and I was a little devil in America, too,” she told the crowd. Inspired by these few words, Hanif Abdurraqib has written a profound and lasting reflection on how Black performance is inextricably woven into the fabric of American culture. Each moment in every performance he examines—whether it’s the twenty-seven seconds in “Gimme Shelter” in which Merry Clayton wails the words “rape, murder,” a schoolyard fistfight, a dance marathon, or the instant in a game of spades right after the cards are dealt—has layers of resonance in Black and white cultures, the politics of American empire, and Abdurraqib’s own personal history of love, grief, and performance.Abdurraqib writes prose brimming with jubilation and pain, infused with the lyricism and rhythm of the musicians he loves. With care and generosity, he explains the poignancy of performances big and small, each one feeling intensely familiar and vital, both timeless and desperately urgent. Filled with sharp insight, humor, and heart, A Little Devil in America exalts the Black performance that unfolds in specific moments in time and space—from midcentury Paris to the moon, and back down again to a cramped living room in Columbus, Ohio.",2722
"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It",ISBN not found,Ethan Kross,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Mental Health', 'Audiobook', 'Personal Development']",3.97,18605,2132,272,Hardcover,"First published January 26, 2021","AN AWARD-WINNING PSYCHOLOGIST REVEALS THE HIDDEN POWER OF OUR INNER VOICE AND SHOWS HOW WE CAN HARNESS IT TO LIVE A HEALTHIER, MORE SATISFYING, AND MORE PRODUCTIVE LIFE.Tell a stranger that you talk to yourself, and you're likely to get written off as eccentric. But the truth is that we all have a voice in our head. When we talk to ourselves, we often hope to tap into our inner coach but find our inner critic instead. When we're facing a tough task, our inner coach can buoy us up: Focus - you can do this. But, just as often, our inner critic sinks us entirely: I'm going to fail. They'll all laugh at me. What's the use?In 'CHATTER', acclaimed psychologist Ethan Kross explores the silent conversations we have with ourselves. Interweaving groundbreaking behavioral and brain research from his own lab with real-world case studies - from a pitcher who forgets how to pitch, to a Harvard undergrad negotiating her double life as a spy - Kross explains how these conversations shape our lives, work, and relationships. He warns that giving in to negative and disorienting self-talk - what he calls ""chatter"" - can tank our health, sink our moods, strain our social connections, and cause us to fold under pressure.But the good news is that we're already equipped with the tools we need to make our inner voice work in our favor. These tools are often hidden in plain sight - in the words we use to think about ourselves, the technologies we embrace, the diaries we keep in our drawers, the conversations we have with our loved ones, and the cultures we create in our schools and workplaces.Brilliantly argued, expertly researched, and filled with compelling stories, 'CHATTER' gives us the power to change the most important conversation we have each day: the one we have with ourselves.RUNNING TIME => 5hrs. and 45mins.©2021 Ethan Kross (P)2021 Random House Audio",2036
Paradise: One Town's Struggle to Survive an American Wildfire,ISBN not found,Lizzie Johnson,"['Nonfiction', 'History', 'Science', 'Environment', 'Audiobook', 'Nature', 'Climate Change']",4.34,2252,405,432,Hardcover,"First published August 17, 2021","The definitive firsthand account of California's Camp Fire--the nation's deadliest wildfire in a century--and a riveting examination of what went wrong and how to avert future tragedies as the climate crisis unfoldsOn November 8, 2018, the people of Paradise, California, awoke to a mottled gray sky and gusty winds. Soon the Camp Fire was upon them, gobbling an acre a second. Less than two hours after it ignited, residents were trapped in flames, cremated in their homes and cars. By the next morning, eighty-five people were dead.San Francisco Chronicle reporter Lizzie Johnson was there as the town of Paradise burned. She saw the smoldering rubble of a historic covered bridge and the beloved Black Bear Diner, and she stayed long afterward, visiting shelters, hotels, and makeshift camps. Drawing on years of on-the-ground reporting and reams of public records, including 911 calls and testimony from a grand jury investigation, Johnson provides a minute-by-minute account of the Camp Fire, following residents and first responders as they fight to save themselves and their town. We see a young mother fleeing with her newborn; a school bus full of children in search of an escape route; and a group of paramedics, patients, and nurses trapped in a cul-de-sac, fending off the fire with rakes and hoses.Johnson documents the unfolding tragedy with empathy and nuance. But she also investigates the root causes, from runaway climate change to a deeply flawed alert system to Pacific Gas and Electric's decades-long neglect of critical infrastructure. A cautionary tale for a new era of megafires, Paradise is the gripping story of a town wiped off the map and the determination of its people to rise again.",1802
Under a White Sky: The Nature of the Future,ISBN not found,Elizabeth Kolbert,"['Nonfiction', 'Science', 'Environment', 'Nature', 'Climate Change', 'History', 'Audiobook']",4.10,11717,1587,234,Hardcover,"First published February 9, 2021","The Pulitzer Prize–winning author of The Sixth Extinction returns to humanity’s transformative impact on the environment, now asking: After doing so much damage, can we change nature, this time to save it?That man should have dominion “over all the earth, and over every creeping thing that creepeth upon the earth” is a prophecy that has hardened into fact. So pervasive are human impacts on the planet that it’s said we live in a new geological epoch: the Anthropocene. In Under a White Sky, Elizabeth Kolbert takes a hard look at the new world we are creating. She meets scientists who are trying to preserve the world’s rarest fish, which lives in a single, tiny pool in the middle of the Mojave. She visits a lava field in Iceland, where engineers are turning carbon emissions to stone; an aquarium in Australia, where researchers are trying to develop “super coral” that can survive on a hotter globe; and a lab at Harvard, where physicists are contemplating shooting tiny diamonds into the stratosphere in order to reflect sunlight back to space and cool the earth. One way to look at human civilization, says Kolbert, is as a ten-thousand-year exercise in defying nature. In The Sixth Extinction, she explored the ways in which our capacity for destruction has reshaped the natural world. Now she examines how the very sorts of interventions that have imperiled our planet are increasingly seen as the only hope for its salvation. By turns inspiring, terrifying, and darkly comic, Under a White Sky is an utterly original examination of the challenges we face.",1390
Crying in H Mart,ISBN not found,Michelle Zauner,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Food', 'Biography Memoir', 'Adult']",4.27,418807,48929,256,Hardcover,"First published April 20, 2021","A memoir about growing up Korean American, losing her mother, and forging her own identity.Michelle Zauner tells of growing up one of the few Asian American kids at her school in Eugene, Oregon; of struggling with her mother’s particular, high expectations of her; of a painful adolescence; of treasured months spent in her grandmother’s tiny apartment in Seoul, where she and her mother would bond, late at night, over heaping plates of food.As she grew up, moving to the East Coast for college, finding work in the restaurant industry, and performing gigs with her fledgling band—and meeting the man who would become her husband—her Koreanness began to feel ever more distant, even as she found the life she wanted to live. It was her mother’s diagnosis of terminal cancer, when Michelle was twenty-five, that forced a reckoning with her identity and brought her to reclaim the gifts of taste, language, and history her mother had given her.",51361
Taste: My Life Through Food,ISBN not found,Stanley Tucci,"['Nonfiction', 'Memoir', 'Audiobook', 'Food', 'Biography', 'Biography Memoir', 'Cooking']",4.21,75424,9764,291,Hardcover,"First published October 5, 2021","From award-winning actor and food obsessive Stanley Tucci comes an intimate and charming memoir of life in and out of the kitchen.Before Stanley Tucci became a household name with The Devil Wears Prada, The Hunger Games, and the perfect Negroni, he grew up in an Italian American family that spent every night around the table. He shared the magic of those meals with us in The Tucci Cookbook and The Tucci Table, and now he takes us beyond the recipes and into the stories behind them.Taste is a reflection on the intersection of food and life, filled with anecdotes about growing up in Westchester, New York, preparing for and filming the foodie films Big Night and Julie & Julia, falling in love over dinner, and teaming up with his wife to create conversation-starting meals for their children. Each morsel of this gastronomic journey through good times and bad, five-star meals and burnt dishes, is as heartfelt and delicious as the last.Written with Stanley's signature wry humour and nostalgia, Taste is a heartwarming read that will be irresistible for anyone who knows the power of a home-cooked meal.",36789
Somebody's Daughter,ISBN not found,Ashley C. Ford,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Biography Memoir', 'Race', 'Autobiography']",4.04,65246,6201,224,Hardcover,"First published June 1, 2021","One of the most prominent voices of her generation debuts with an extraordinarily powerful memoir: the story of a childhood defined by the ever looming absence of her incarcerated father and the path we must take to both honor and overcome our origins. For as long as she could remember, Ashley has put her father on a pedestal. Despite having only vague memories of seeing him face-to-face, she believes he's the only person in the entire world who understands her. She thinks she understands him too. He's sensitive like her, an artist, and maybe even just as afraid of the dark. She's certain that one day they'll be reunited again, and she'll finally feel complete. There are just a few problems: he's in prison, and she doesn't know what he did to end up there.Through poverty, puberty, and a fraught relationship with her mother, Ashley returns to her image of her father for hope and encouragement. She doesn't know how to deal with the incessant worries that keep her up at night, or how to handle the changes in her body that draw unwanted attention from men. In her search for unconditional love, Ashley begins dating a boy her mother hates; when the relationship turns sour, he assaults her. Still reeling from the rape, which she keeps secret from her family, Ashley finally finds out why her father is in prison. And that's where the story really begins.Somebody’s Daughter steps into the world of growing up a poor Black girl, exploring how isolating and complex such a childhood can be. As Ashley battles her body and her environment, she provides a poignant coming-of-age recollection that speaks to finding the threads between who you are and what you were born into, and the complicated familial love that often binds them.",19798
Between Two Kingdoms: A Memoir of a Life Interrupted,ISBN not found,Suleika Jaouad,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Biography Memoir', 'Travel', 'Health']",4.43,89187,8298,352,Hardcover,"First published February 9, 2021","A searing, deeply moving memoir of illness and recovery that traces one young woman’s journey from diagnosis to remission and, ultimately, a road trip of healing and self-discovery.In the summer after graduating from college, Suleika Jaouad was preparing, as they say in commencement speeches, to enter ""the real world"". She had fallen in love and moved to Paris to pursue her dream of becoming a war correspondent. The real world she found, however, would take her into a very different kind of conflict zone.It started with an itch - first on her feet, then up her legs, like 1,000 invisible mosquito bites. Next came the exhaustion, and the six-hour naps that only deepened her fatigue. Then a trip to the doctor and, a few weeks shy of her 23rd birthday, a diagnosis: leukemia, with a 35 percent chance of survival. Just like that, the life she had imagined for herself had gone up in flames. By the time Jaouad flew home to New York, she had lost her job, her apartment, and her independence. She would spend much of the next four years in a hospital bed, fighting for her life and chronicling the saga in a column for The New York Times.When Jaouad finally walked out of the cancer ward - after three and a half years of chemo, a clinical trial, and a bone marrow transplant - she was, according to the doctors, cured. But as she would soon learn, a cure is not where the work of healing ends; it’s where it begins. She had spent the past 1,500 days in desperate pursuit of one goal - to survive. And now that she’d done so, she realized that she had no idea how to live.How would she reenter the world and live again? How could she reclaim what had been lost? Jaouad embarked - with her new best friend, Oscar, a scruffy terrier mutt - on a 100-day, 15,000-mile road trip across the country. She set out to meet some of the strangers who had written to her during her years in the hospital: a teenage girl in Florida also recovering from cancer; a teacher in California grieving the death of her son; a death-row inmate in Texas who’d spent his own years confined to a room. What she learned on this trip is that the divide between sick and well is porous, that the vast majority of us will travel back and forth between these realms throughout our lives. Between Two Kingdoms is a profound chronicle of survivorship and a fierce, tender, and inspiring exploration of what it means to begin again.",15858
Unfinished,ISBN not found,Priyanka Chopra Jonas,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Biography Memoir', 'India']",3.67,9480,1174,256,Hardcover,"First published February 9, 2021","“I have always felt that life is a solitary journey, that we are each on a train, riding through our hours, our days, our years. We get on alone, we leave alone, and the decisions we make as we travel on the train are our responsibility alone.”A remarkable life story rooted in two different worlds, Unfinished offers insights into Priyanka Chopra Jonas’s childhood in India; her formative teenage years in the United States; and her return to India, where against all odds as a newcomer to the pageant world, she won the national and international beauty competitions that launched her global acting career. Whether reflecting on her nomadic early years or the challenges she has faced as she has doggedly pursued her calling, Priyanka shares her challenges and triumphs with warmth and honesty. The result is a book that is philosophical, sassy, inspiring, bold, and rebellious. Just like the author herself.From her dual-continent twenty-year-long career as an actor and producer to her work as a UNICEF Goodwill Ambassador, from losing her beloved father to cancer to marrying Nick Jonas, Priyanka Chopra Jonas’s story will inspire a generation around the world to gather their courage, embrace their ambition, and commit to the hard work of following their dreams.",14022
Notes on Grief,ISBN not found,Chimamanda Ngozi Adichie,"['Nonfiction', 'Memoir', 'Essays', 'Audiobook', 'Biography', 'Africa', 'Death']",4.22,31893,4304,86,Hardcover,"First published May 11, 2021","Notes on Grief is an exquisite work of meditation, remembrance, and hope, written in the wake of Chimamanda Ngozi Adichie's beloved father’s death in the summer of 2020. As the COVID-19 pandemic raged around the world, and kept Adichie and her family members separated from one another, her father succumbed unexpectedly to complications of kidney failure.  Expanding on her original New Yorker piece, Adichie shares how this loss shook her to her core. She writes about being one of the millions of people grieving this year; about the familial and cultural dimensions of grief and also about the loneliness and anger that are unavoidable in it. With signature precision of language, and glittering, devastating detail on the page--and never without touches of rich, honest humor--Adichie weaves together her own experience of her father’s death with threads of his life story, from his remarkable survival during the Biafran war, through a long career as a statistics professor, into the days of the pandemic in which he’d stay connected with his children and grandchildren over video chat from the family home in Abba, Nigeria. In the compact format of We Should All Be Feminists and Dear Ijeawele, Adichie delivers a gem of a book--a book that fundamentally connects us to one another as it probes one of the most universal human experiences. Notes on Grief is a book for this moment—a work readers will treasure and share now more than ever--and yet will prove durable and timeless, an indispensable addition to Adichie's canon.",13764
Unbound: My Story of Liberation and the Birth of the Me Too Movement,ISBN not found,Tarana Burke,"['Memoir', 'Nonfiction', 'Feminism', 'Audiobook', 'Social Justice', 'Biography', 'Biography Memoir']",4.59,12823,1360,272,Hardcover,"First published September 14, 2021","From the founder and activist behind the largest movement of the twentieth and twenty-first centuries, Tarana Burke shares her never before revealed life story of how she first came to say me too and launch one of the largest cultural events in American history.After a long, difficult day working with young Black girls who had suffered the unimaginable, Tarana tossed in her bed, unable to sleep as a fit of memories intruded into her thoughts. How could she help these girls if she couldn't even be honest with herself and face her own demons? A fitful night led to pages and pages of scribbled notes with two clear words at the top: Me too.Tarana Burke is the founder and activist behind the largest social movement of the twentieth and twenty-first centuries, the me too movement, but first she had to find the strength to say me too herself. Unbound is the story of how she came to those two words, after a childhood growing up in the Bronx with a loving mother that took a terrible turn when she was sexual assaulted. She became withdrawn and her self split: there was the Tarana that was a good student, model kid, and eager to please young girl, and then there was the Tarana that she hid from everyone else, the one she believed to be bad. The one that would take all the love in her life away if she revealed.Tarana's debut memoir explores how to piece back together our fractured selves. How to not just bring the me too movement back to empathy, but how to empathize with our past selves, with out bad selves, and how to begin to love ourselves unabashedly. Healing starts with empowerment, and to Tarana empowerment starts with empathy. This is her story of finding that for herself, and then spreading it to an entire world.",13014
Just as I Am,ISBN not found,Cicely Tyson,"['Memoir', 'Nonfiction', 'Biography', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Feminism']",4.51,10291,1722,432,Hardcover,"First published January 26, 2021","Just as I Am is my truth. It is me, plain and unvarnished, with the glitter and garland set aside. Here, I am indeed Cicely, the actress who has been blessed to grace the stage and screen for six decades. Yet I am also the church girl who once rarely spoke a word. I am the teenager who sought solace in the verses of the old hymn for which this book is named. I am a daughter and mother, a sister, and a friend. I am an observer of human nature and the dreamer of audacious dreams. I am a woman who has hurt as immeasurably as I have loved, a child of God divinely guided by His hand. And here in my ninth decade, I am a woman who, at long last, has something meaningful to say.",12741
Broken Horses,ISBN not found,Brandi Carlile,"['Memoir', 'Nonfiction', 'Audiobook', 'Music', 'Biography', 'LGBT', 'Biography Memoir']",4.40,30972,4523,336,Hardcover,"First published April 6, 2021","The critically acclaimed singer-songwriter, producer, and six-time Grammy winner opens up about a life shaped by music in this candid, heartfelt, and intimate story.Brandi Carlile was born into a musically gifted, impoverished family on the outskirts of Seattle and grew up in a constant state of change, moving from house to house, trailer to trailer, 14 times in as many years. Though imperfect in every way, her dysfunctional childhood was as beautiful as it was strange, and as nurturing as it was difficult. At the age of five, Brandi contracted bacterial meningitis, which almost took her life, leaving an indelible mark on her formative years and altering her journey into young adulthood.As an openly gay teenager, Brandi grappled with the tension between her sexuality and her faith when her pastor publicly refused to baptize her on the day of the ceremony. Shockingly, her small town rallied around Brandi in support and set her on a path to salvation where the rest of the misfits and rejects find it: through twisted, joyful, weird, and wonderful music.In Broken Horses, Brandi Carlile takes listeners through the events of her life that shaped her very raw art - from her start at a local singing competition where she performed Elton John’s “Honky Cat” in a bedazzled white polyester suit, to her first break opening for Dave Matthews Band, to many sleepless tours over 15 years and six studio albums, all while raising two children with her wife, Catherine Shepherd. This hard-won success led her to collaborations with personal heroes like Elton John, Dolly Parton, Mavis Staples, Pearl Jam, Tanya Tucker, and Joni Mitchell, as well as her peers in the supergroup The Highwomen, and ultimately to the Grammy stage, where she converted millions of viewers into instant fans.Evocative and piercingly honest, Broken Horses is at once an examination of faith through the eyes of a person rejected by the church’s basic tenets and a meditation on the moments and lyrics that have shaped the life of a creative mind, a brilliant artist, and a genuine empath on a mission to give back.",10624
Brat: An '80s Story,ISBN not found,Andrew McCarthy,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Adult']",3.60,13165,1640,223,Hardcover,"First published May 11, 2021","Most people know Andrew McCarthy from his movie roles in Pretty in Pink, St. Elmo's Fire, Weekend at Bernie's, and Less than Zero, and as a charter member of Hollywood's Brat Pack. That iconic group of ingenues and heartthrobs included Rob Lowe, Molly Ringwald, Emilio Estevez, and Demi Moore, and has come to represent both a genre of film and an era of pop culture. In his memoir Brat: An '80s Story, McCarthy focuses his gaze on that singular moment in time. The result is a revealing look at coming of age in a maelstrom, reckoning with conflicted ambition, innocence, addiction, and masculinity. New York City of the 1980s is brought to vivid life in these pages, from scoring loose joints in Washington Square Park to skipping school in favor of the dark revival houses of the Village where he fell in love with the movies that would change his life. Filled with personal revelations of innocence lost to heady days in Hollywood with John Hughes and an iconic cast of characters, Brat is a surprising and intimate story of an outsider caught up in a most unwitting success.",9969
Beautiful Country,ISBN not found,Qian Julie Wang,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Biography Memoir', 'China', 'Autobiography']",4.18,34146,3997,320,Hardcover,"First published September 7, 2021","In Chinese, the word for America, Mei Guo, translates directly to “beautiful country.” Yet when seven-year-old Qian arrives in New York City in 1994 full of curiosity, she is overwhelmed by crushing fear and scarcity. In China, Qian’s parents were professors; in America, her family is ""illegal"" and it will require all the determination and small joys they can muster to survive.In Chinatown, Qian’s parents labor in sweatshops. Instead of laughing at her jokes, they fight constantly, taking out the stress of their new life on one another. Shunned by her classmates and teachers for her limited English, Qian takes refuge in the library and masters the language through books, coming to think of The Berenstain Bears as her first American friends. And where there is delight to be found, Qian relishes it: her first bite of gloriously greasy pizza, weekly ""shopping days,"" when Qian finds small treasures in the trash lining Brooklyn’s streets, and a magical Christmas visit to Rockefeller Center — confirmation that the New York City she saw in movies does exist after all.But then Qian’s headstrong Ma Ma collapses, revealing an illness that she has kept secret for months for fear of the cost and scrutiny of a doctor’s visit. As Ba Ba retreats further inward, Qian has little to hold onto beyond his constant refrain: Whatever happens, say that you were born here, that you’ve always lived here.Inhabiting her childhood perspective with exquisite lyric clarity and unforgettable charm and strength, Qian Julie Wang has penned an essential American story about a family fracturing under the weight of invisibility, and a girl coming of age in the shadows, who never stops seeking the light.The moving story of an undocumented child living in poverty in the richest country in the world — an incandescent debut from an astonishing new talent",4213
