title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,ISBN not found,Lynne Olson,"['History', 'Nonfiction', 'Biography', 'World War II', 'France', 'War', 'Espionage']",4.22,7643,1093,464,Hardcover,"First published March 5, 2019","The little-known true story of Marie-Madeleine Fourcade, the woman who headed the largest spy network in occupied France during World War II, from the bestselling author of Citizens of London and Last Hope IslandIn 1941 a thirty-one-year-old Frenchwoman, a young mother born to privilege and known for her beauty and glamour, became the leader of a vast intelligence organization--the only woman to serve as a chef de r�sistance during the war. Strong-willed, independent, and a lifelong rebel against her country's conservative, patriarchal society, Marie-Madeleine Fourcade was temperamentally made for the job. Her group's name was Alliance, but the Gestapo dubbed it Noah's Ark because its agents used the names of animals as their aliases. The name Marie-Madeleine chose for herself was Hedgehog: a tough little animal, unthreatening in appearance, that, as a colleague of hers put it, ""even a lion would hesitate to bite.""No other French spy network lasted as long or supplied as much crucial intelligence--including providing American and British military commanders with a 55-foot-long map of the beaches and roads on which the Allies would land on D-Day--as Alliance. The Gestapo pursued them relentlessly, capturing, torturing, and executing hundreds of its three thousand agents, including Fourcade's own lover and many of her key spies. Although Fourcade, the mother of two young children, moved her headquarters every few weeks, constantly changing her hair color, clothing, and identity, she was captured twice by the Nazis. Both times she managed to escape--once by slipping naked through the bars of her jail cell--and continued to hold her network together even as it repeatedly threatened to crumble around her.Though so many of her agents died defending their country, Fourcade survived the occupation to become active in postwar French politics. Now, in this dramatic account of the war that split France in two and forced its people to live side by side with their hated German occupiers, Lynne Olson tells the fascinating story of a woman who stood up for her nation, her fellow citizens, and herself.",3065
How to Hide an Empire: A History of the Greater United States,ISBN not found,Daniel Immerwahr,"['History', 'Nonfiction', 'Politics', 'American History', 'The United States Of America', 'Audiobook', 'Historical']",4.46,14168,2056,513,Hardcover,"First published February 19, 2019","A pathbreaking history of the United States' overseas possessions and the true meaning of its empireWe are familiar with maps that outline all fifty states. And we are also familiar with the idea that the United States is an ""empire,"" exercising power around the world. But what about the actual territories--the islands, atolls, and archipelagos--this country has governed and inhabited?In How to Hide an Empire, Daniel Immerwahr tells the fascinating story of the United States outside the United States. In crackling, fast-paced prose, he reveals forgotten episodes that cast American history in a new light. We travel to the Guano Islands, where prospectors collected one of the nineteenth century's most valuable commodities, and the Philippines, site of the most destructive event on U.S. soil. In Puerto Rico, Immerwahr shows how U.S. doctors conducted grisly experiments they would never have conducted on the mainland and charts the emergence of independence fighters who would shoot up the U.S. Congress.In the years after World War II, Immerwahr notes, the United States moved away from colonialism. Instead, it put innovations in electronics, transportation, and culture to use, devising a new sort of influence that did not require the control of space. Rich with absorbing vignettes, full of surprises, and driven by an original conception of what empire and globalization mean today, How to Hide an Empire is a major and compulsively readable work of history.",2561
Dutch Girl: Audrey Hepburn and World War II,ISBN not found,Robert Matzen,"['Biography', 'Nonfiction', 'History', 'World War II', 'Biography Memoir', 'Audiobook', 'War']",3.85,7563,1218,373,Hardcover,"First published April 15, 2019","Twenty-five years after her passing, Audrey Hepburn remains the most beloved of all Hollywood stars, known as much for her role as UNICEF ambassador as for films like Roman Holiday and Breakfast at Tiffany’s. Several biographies have chronicled her stardom, but none has covered her intense experiences through five years of Nazi occupation in the Netherlands. According to her son, Luca Dotti, “The war made my mother who she was.” Audrey Hepburn’s war included participation in the Dutch Resistance, working as a doctor’s assistant during the “Bridge Too Far” battle of Arnhem, the brutal execution of her uncle, and the ordeal of the Hunger Winter of 1944. She also had to contend with the fact that her father was a Nazi agent and her mother was pro-Nazi for the first two years of the occupation. But the war years also brought triumphs as Audrey became Arnhem’s most famous young ballerina. Audrey’s own reminiscences, new interviews with people who knew her in the war, wartime diaries, and research in classified Dutch archives shed light on the riveting, untold story of Audrey Hepburn under fire in World War II.",2418
The Lady from the Black Lagoon: Hollywood Monsters and the Lost Legacy of Milicent Patrick,ISBN not found,Mallory O'Meara,"['Nonfiction', 'Biography', 'History', 'Horror', 'Audiobook', 'Feminism', 'Memoir']",3.98,5916,1258,368,Hardcover,"First published March 5, 2019","The Lady from the Black Lagoon
 uncovers the life and work of Milicent Patrick—one of Disney’s first female animators and the only woman in history to create one of Hollywood’s classic movie monsters.As a teenager, Mallory O’Meara was thrilled to discover that one of her favorite movies, The Creature from the Black Lagoon, featured a monster designed by a woman, Milicent Patrick. But for someone who should have been hailed as a pioneer in the genre there was little information available. For, as O’Meara soon discovered, Patrick’s contribution had been claimed by a jealous male colleague, her career had been cut short and she soon after had disappeared from film history. No one even knew if she was still alive.As a young woman working in the horror film industry, O’Meara set out to right the wrong, and in the process discovered the full, fascinating story of an ambitious, artistic woman ahead of her time. Patrick’s contribution to special effects proved to be just the latest chapter in a remarkable, unconventional life, from her youth growing up in the shadow of Hearst Castle, to her career as one of Disney’s first female animators. And at last, O’Meara discovered what really had happened to Patrick after The Creature’s success, and where she went.A true-life detective story and a celebration of a forgotten feminist trailblazer, Mallory O’Meara’s The Lady from the Black Lagoon establishes Patrick in her rightful place in film history while calling out a Hollywood culture where little has changed since.",2251
Code Name: Lise: The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,ISBN not found,Larry Loftis,"['Nonfiction', 'History', 'Biography', 'World War II', 'Historical', 'War', 'Audiobook']",4.00,9892,1088,384,Hardcover,"First published January 15, 2019","The true story of the woman who became WWII's most highly decorated spy
The year is 1942, and World War II is in full swing. Odette Sansom decides to follow in her war hero father’s footsteps by becoming an SOE agent to aid Britain and her beloved homeland, France. Five failed attempts and one plane crash later, she finally lands in occupied France to begin her mission. It is here that she meets her commanding officer Captain Peter Churchill.As they successfully complete mission after mission, Peter and Odette fall in love. All the while, they are being hunted by the cunning German secret police sergeant, Hugo Bleicher, who finally succeeds in capturing them. They are sent to Paris’s Fresnes prison, and from there to concentration camps in Germany where they are starved, beaten, and tortured. But in the face of despair, they never give up hope, their love for each other, or the whereabouts of their colleagues.In Code Name: Lise, Larry Loftis paints a portrait of true courage, patriotism, and love—of two incredibly heroic people who endured unimaginable horrors and degradations. He seamlessly weaves together the touching romance between Odette and Peter and the thrilling cat and mouse game between them and Sergeant Bleicher.",2092
Upheaval: Turning Points for Nations in Crisis,ISBN not found,Jared Diamond,"['History', 'Nonfiction', 'Politics', 'Science', 'Sociology', 'Anthropology', 'Economics']",3.90,10142,1240,512,Hardcover,"First published May 7, 2019","In his international bestsellers Guns, Germs and Steel and Collapse, Jared Diamond transformed our understanding of what makes civilizations rise and fall. Now, in his third book in this monumental trilogy, he reveals how successful nations recover from crises while adopting selective changes -- a coping mechanism more commonly associated with individuals recovering from personal crises.Diamond compares how six countries have survived recent upheavals -- ranging from the forced opening of Japan by U.S. Commodore Perry's fleet, to the Soviet Union's attack on Finland, to a murderous coup or countercoup in Chile and Indonesia, to the transformations of Germany and Australia after World War Two. Because Diamond has lived and spoken the language in five of these six countries, he can present gut-wrenching histories experienced firsthand. These nations coped, to varying degrees, through mechanisms such as acknowledgment of responsibility, painfully honest self-appraisal, and learning from models of other nations. Looking to the future, Diamond examines whether the United States, Japan, and the whole world are successfully coping with the grave crises they currently face. Can we learn from lessons of the past? Adding a psychological dimension to the in-depth history, geography, biology, and anthropology that mark all of Diamond's books, Upheaval reveals factors influencing how both whole nations and individual people can respond to big challenges. The result is a book epic in scope, but also his most personal book yet.",1772
"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777",ISBN not found,Rick Atkinson,"['History', 'Nonfiction', 'American History', 'American Revolution', 'American Revolutionary War', 'Military History', 'War']",4.43,6060,840,776,Hardcover,"First published May 14, 2019","In the initial volume of the Revolution Trilogy Rick Atkinson recounts the first twenty-one months of America’s violent war for independence. From the battles at Lexington and Concord in spring 1775 to those at Trenton and Princeton in winter 1777, American militiamen and then the ragged Continental Army take on the world’s most formidable fighting force. It is a saga alive with astonishing characters: Henry Knox, the former bookseller with an uncanny understanding of artillery; Nathanael Greene, the bumpkin who becomes a brilliant battle captain; Benjamin Franklin, who proves to be the wiliest of diplomats; George Washington, the commander in chief who learns the difficult art of leadership when the war seems all but lost. The story is also told from the British perspective, making the mortal conflict between the redcoats and the rebels all the more compelling.",1664
"Spearhead: An American Tank Gunner, His Enemy, and a Collision of Lives In World War II",ISBN not found,Adam Makos,"['History', 'Nonfiction', 'World War II', 'War', 'Military Fiction', 'Military History', 'Biography']",4.53,5760,696,395,Hardcover,"First published February 19, 2019","From the author of the international bestseller A Higher Call comes the riveting World War II story of an American tank gunner’s journey into the heart of the Third Reich, where he will meet destiny in an iconic armor duel—and forge an enduring bond with his enemy.When Clarence Smoyer is assigned to the gunner’s seat of his Sherman tank, his crewmates discover that the gentle giant from Pennsylvania has a hidden talent: He’s a natural-born shooter.At first, Clarence and his fellow crews in the legendary 3rd Armored Division—“Spearhead”—thought their tanks were invincible. Then they met the German Panther, with a gun so murderous it could shoot through one Sherman and into the next. Soon a pattern emerged: The lead tank always gets hit.After Clarence sees his friends cut down breaching the West Wall and holding the line in the Battle of the Bulge, he and his crew are given a weapon with the power to avenge their fallen brothers: the Pershing, a state-of-the-art “super tank,” one of twenty in the European theater.But with it comes a harrowing new responsibility: Now they will spearhead every attack. That’s how Clarence, the corporal from coal country, finds himself leading the U.S. Army into its largest urban battle of the European war, the fight for Cologne, the “Fortress City” of Germany.Battling through the ruins, Clarence will engage the fearsome Panther in a duel immortalized by an army cameraman. And he will square off with Gustav Schaefer, a teenager behind the trigger in a Panzer IV tank, whose crew has been sent on a suicide mission to stop the Americans.As Clarence and Gustav trade fire down a long boulevard, they are taken by surprise by a tragic mistake of war. What happens next will haunt Clarence to the modern day, drawing him back to Cologne to do the unthinkable: to face his enemy, one last time.",1483
The Death and Life of Aida Hernandez: A Border Story,ISBN not found,Aaron Bobrow-Strain,"['Nonfiction', 'Biography', 'History', 'Politics', 'Audiobook', 'Memoir', 'Social Justice']",4.43,1191,202,432,Hardcover,"First published April 16, 2019","What happens when an undocumented teen mother takes on the U.S. immigration system?When Aida Hernandez was born in 1987 in Agua Prieta, Mexico, the nearby U.S. border was little more than a worn-down fence. Eight years later, Aida's mother took her and her siblings to live in Douglas, Arizona. By then, the border had become one of the most heavily policed sites in America.Undocumented, Aida fought to make her way. She learned English, watched Friends, and, after having a baby at sixteen, dreamed of teaching dance and moving with her son to New York City. But life had other plans. Following a misstep that led to her deportation, Aida found herself in a Mexican city marked by violence, in a country that was not hers. To get back to the United States and reunite with her son, she embarked on a harrowing journey. The daughter of a rebel hero from the mountains of Chihuahua, Aida has a genius for survival--but returning to the United States was just the beginning of her quest.Taking us into detention centers, immigration courts, and the inner lives of Aida and other daring characters, The Death and Life of Aida Hernandez reveals the human consequences of militarizing what was once a more forgiving border. With emotional force and narrative suspense, Aaron Bobrow-Strain brings us into the heart of a violently unequal America. He also shows us that the heroes of our current immigration wars are less likely to be perfect paragons of virtue than complex, flawed human beings who deserve justice and empathy all the same.",833
"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",ISBN not found,William Dalrymple,"['History', 'Nonfiction', 'India', 'Politics', 'Asia', 'Business', 'Historical']",4.20,14385,1648,544,Hardcover,"First published September 10, 2019","The story of how the East India Company took over large swaths of Asia, and the devastating results of the corporation running a country.In August 1765, the East India Company defeated the young Mughal emperor and set up, in his place, a government run by English traders who collected taxes through means of a private army.The creation of this new government marked the moment that the East India Company ceased to be a conventional company and became something much more unusual: an international corporation transformed into an aggressive colonial power. Over the course of the next 47 years, the company's reach grew until almost all of India south of Delhi was effectively ruled from a boardroom in the city of London.",595
Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,ISBN not found,Caitlin Doughty,"['Nonfiction', 'Science', 'Humor', 'Death', 'Audiobook', 'Adult', 'History']",4.13,41075,6154,200,Hardcover,"First published September 10, 2019","Every day, funeral director Caitlin Doughty receives dozens of questions about death. The best questions come from kids: What would happen to an astronaut’s body if it were pushed out of a space shuttle? Do people poop when they die? Can Grandma have a Viking funeral?In Will My Cat Eat My Eyeballs?, Doughty blends her mortician’s knowledge and the intriguing history behind common misconceptions about corpses to offer factual, hilarious, and candid answers to thirty-five questions. In her inimitable voice, Doughty details the lore and science of what happens to, and inside, our bodies after we die. Why do corpses groan? What causes bodies to turn colors during decomposition? And why do hair and nails appear longer after death? Readers will learn the best soil for mummifying, whether you can preserve your best friend’s skull as a keepsake, and what happens when you die on a plane. Beautifully illustrated by Dianné Ruz, Will My Cat Eat My Eyeballs? shows us that death is science and art, and only by asking questions can we begin to embrace it.",29594
Invisible Women: Data Bias in a World Designed for Men,ISBN not found,Caroline Criado Pérez,"['Nonfiction', 'Feminism', 'Science', 'Audiobook', 'Politics', 'Womens', 'Sociology']",4.35,117758,15076,448,Hardcover,"First published March 7, 2019","Data is fundamental to the modern world. From economic development, to healthcare, to education and public policy, we rely on numbers to allocate resources and make crucial decisions. But because so much data fails to take into account gender, because it treats men as the default and women as atypical, bias and discrimination are baked into our systems. And women pay tremendous costs for this bias, in time, money, and often with their lives.Celebrated feminist advocate Caroline Criado Perez investigates the shocking root cause of gender inequality and research in Invisible Women​, diving into women’s lives at home, the workplace, the public square, the doctor’s office, and more. Built on hundreds of studies in the US, the UK, and around the world, and written with energy, wit, and sparkling intelligence, this is a groundbreaking, unforgettable exposé that will change the way you look at the world.",28859
The Body: A Guide for Occupants,ISBN not found,Bill Bryson,"['Nonfiction', 'Science', 'Health', 'Audiobook', 'Biology', 'Medicine', 'Medical']",4.32,82783,9280,450,Hardcover,"First published October 15, 2019","In the bestselling, prize-winning A Short History of Nearly Everything, Bill Bryson achieved the seemingly impossible by making the science of our world both understandable and entertaining to millions of people around the globe.Now he turns his attention inwards to explore the human body, how it functions and its remarkable ability to heal itself. Full of extraordinary facts and astonishing stories, The Body: A Guide for Occupants is a brilliant, often very funny attempt to understand the miracle of our physical and neurological make up.A wonderful successor to A Short History of Nearly Everything, this book will have you marvelling at the form you occupy, and celebrating the genius of your existence, time and time again.",15466
How To: Absurd Scientific Advice for Common Real-World Problems,ISBN not found,Randall Munroe,"['Science', 'Nonfiction', 'Humor', 'Physics', 'Audiobook', 'Comedy', 'Comics']",4.16,19792,1868,308,Hardcover,"First published September 3, 2019","The world's most entertaining and useless self-help guide, from the brilliant mind behind the wildly popular webcomic xkcd and the #1 New York Times bestsellers What If? and Thing ExplainerFor any task you might want to do, there's a right way, a wrong way, and a way so monumentally complex, excessive, and inadvisable that no one would ever try it. How To is a guide to the third kind of approach. It's full of highly impractical advice for everything from landing a plane to digging a hole.Bestselling author and cartoonist Randall Munroe explains how to predict the weather by analyzing the pixels of your Facebook photos. He teaches you how to tell if you're a baby boomer or a 90's kid by measuring the radioactivity of your teeth. He offers tips for taking a selfie with a telescope, crossing a river by boiling it, and powering your house by destroying the fabric of space-time. And if you want to get rid of the book once you're done with it, he walks you through your options for proper disposal, including dissolving it in the ocean, converting it to a vapor, using tectonic plates to subduct it into the Earth's mantle, or launching it into the Sun.By exploring the most complicated ways to do simple tasks, Munroe doesn't just make things difficult for himself and his readers. As he did so brilliantly in What If?, Munroe invites us to explore the most absurd reaches of the possible. Full of clever infographics and amusing illustrations, How To is a delightfully mind-bending way to better understand the science and technology underlying the things we do every day.",13830
Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,ISBN not found,Frans de Waal,"['Nonfiction', 'Science', 'Animals', 'Psychology', 'Biology', 'Nature', 'Anthropology']",4.20,4931,660,336,Hardcover,"First published March 5, 2019","New York Times best-selling author and primatologist Frans de Waal explores the fascinating world of animal and human emotions.Frans de Waal has spent four decades at the forefront of animal research. Following up on the best-selling Are We Smart Enough to Know How Smart Animals Are?, which investigated animal intelligence, Mama’s Last Hug delivers a fascinating exploration of the rich emotional lives of animals.Mama’s Last Hug begins with the death of Mama, a chimpanzee matriarch who formed a deep bond with biologist Jan van Hooff. When Mama was dying, van Hooff took the unusual step of visiting her in her night cage for a last hug. Their goodbyes were filmed and went viral. Millions of people were deeply moved by the way Mama embraced the professor, welcoming him with a big smile while reassuring him by patting his neck, in a gesture often considered typically human but that is in fact common to all primates. This story and others like it form the core of de Waal’s argument, showing that humans are not the only species with the capacity for love, hate, fear, shame, guilt, joy, disgust, and empathy.De Waal discusses facial expressions, the emotions behind human politics, the illusion of free will, animal sentience, and, of course, Mama’s life and death. The message is one of continuity between us and other species, such as the radical proposal that emotions are like organs: we don’t have a single organ that other animals don’t have, and the same is true for our emotions. Mama’s Last Hug opens our hearts and minds to the many ways in which humans and other animals are connected, transforming how we view the living world around us.",12407
Digital Minimalism: Choosing a Focused Life in a Noisy World,ISBN not found,Cal Newport,"['Nonfiction', 'Self Help', 'Productivity', 'Psychology', 'Personal Development', 'Technology', 'Audiobook']",4.06,79022,8483,284,Hardcover,"First published January 1, 2019","The key to living well in a high tech world is to spend much less time using technology.Georgetown computer scientist Cal Newport's Deep Work sparked a movement around the idea that unbroken concentration produces far more value than the electronic busyness that defines the modern work day. But his readers had an urgent follow-up question: What about technology in our personal lives?In recent years, our culture's relationship with personal technology has transformed from something exciting into something darker. Innovations like smartphones and social media are useful, but many of us are increasingly troubled by how much control these tools seem to exert over our daily experiences--including how we spend our free time and how we feel about ourselves.In Digital Minimalism, Newport proposes a bold solution: a minimalist approach to technology use in which you radically reduce the time you spend online, focusing on a small set of carefully-selected activities while happily ignoring the rest.He mounts a vigorous defense for this less-is-more approach, combining historical examples with case studies of modern digital minimalists to argue that this philosophy isn't a rejection of technology, but instead a necessary realignment to ensure that these tools serve us, not the other way around.To make these principles practical, he takes us inside the growing subculture of digital minimalists who have built rich lives on a foundation of intentional technology use, and details a decluttering process that thousands have already used to simplify their online lives. He also stresses the importance of never clicking ""like,"" explores the underappreciated value of analog hobbies, and draws lessons from the ""attention underground""--a resistance movement fighting the tech companies' attempts to turn us into gadget addicts.Digital Minimalism is an indispensable guide for anyone looking to reclaim their life from the alluring diversions of the digital world.",9468
The Uninhabitable Earth: Life After Warming,ISBN not found,David Wallace-Wells,"['Nonfiction', 'Science', 'Environment', 'Climate Change', 'Politics', 'Nature', 'Sustainability']",4.01,27301,4137,310,Hardcover,"First published February 19, 2019","It is worse, much worse, than you think. If your anxiety about global warming is dominated by fears of sea-level rise, you are barely scratching the surface of what terrors are possible. In California, wildfires now rage year-round, destroying thousands of homes. Across the US, ""500-year"" storms pummel communities month after month, and floods displace tens of millions annually.This is only a preview of the changes to come. And they are coming fast. Without a revolution in how billions of humans conduct their lives, parts of the Earth could become close to uninhabitable, and other parts horrifically inhospitable, as soon as the end of this century.In his travelogue of our near future, David Wallace-Wells brings into stark relief the climate troubles that await--food shortages, refugee emergencies, and other crises that will reshape the globe. But the world will be remade by warming in more profound ways as well, transforming our politics, our culture, our relationship to technology, and our sense of history. It will be all-encompassing, shaping and distorting nearly every aspect of human life as it is lived today.Like An Inconvenient Truth and Silent Spring before it, The Uninhabitable Earth is both a meditation on the devastation we have brought upon ourselves and an impassioned call to action. For just as the world was brought to the brink of catastrophe within the span of a lifetime, the responsibility to avoid it now belongs to a single generation.",8174
Underland: A Deep Time Journey,ISBN not found,Robert Macfarlane,"['Nonfiction', 'Science', 'Nature', 'History', 'Travel', 'Environment', 'Audiobook']",4.23,17660,2806,496,Hardcover,"First published May 2, 2019","From the best-selling, award-winning author of Landmarks and The Old Ways, a haunting voyage into the planet’s past and future.Hailed as ""the great nature writer of this generation"" (Wall Street Journal), Robert Macfarlane is the celebrated author of books about the intersections of the human and the natural realms. In Underland, he delivers his masterpiece: an epic exploration of the Earth’s underworlds as they exist in myth, literature, memory, and the land itself.In this highly anticipated sequel to his international bestseller The Old Ways, Macfarlane takes us on an extraordinary journey into our relationship with darkness, burial, and what lies beneath the surface of both place and mind. Traveling through “deep time”—the dizzying expanses of geologic time that stretch away from the present—he moves from the birth of the universe to a post-human future, from the prehistoric art of Norwegian sea caves to the blue depths of the Greenland ice cap, from Bronze Age funeral chambers to the catacomb labyrinth below Paris, and from the underground fungal networks through which trees communicate to a deep-sunk “hiding place” where nuclear waste will be stored for 100,000 years to come. Woven through Macfarlane’s own travels are the unforgettable stories of descents into the underland made across history by explorers, artists, cavers, divers, mourners, dreamers, and murderers, all of whom have been drawn for different reasons to seek what Cormac McCarthy calls “the awful darkness within the world.”Global in its geography and written with great lyricism and power, Underland speaks powerfully to our present moment. Taking a deep-time view of our planet, Macfarlane here asks a vital and unsettling question: “Are we being good ancestors to the future Earth?” Underland marks a new turn in Macfarlane’s long-term mapping of the relations of landscape and the human heart. From its remarkable opening pages to its deeply moving conclusion, it is a journey into wonder, loss, fear, and hope. At once ancient and urgent, this is a book that will change the way you see the world.",7023
"Crisis in the Red Zone: The Story of the Deadliest Ebola Outbreak in History, and of the Outbreaks to Come",ISBN not found,Richard   Preston,"['Nonfiction', 'Science', 'History', 'Medicine', 'Medical', 'Health', 'Africa']",4.42,6454,859,375,Hardcover,"First published July 23, 2019","The 2013–2014 Ebola epidemic was the deadliest ever—but the outbreaks continue. Now comes a gripping account of the doctors and scientists fighting to protect us, an urgent wake-up call about the future of emerging viruses—from the #1 bestselling author of The Hot Zone, soon to be a National Geographic original miniseries.This time, Ebola started with a two-year-old child who likely had contact with a wild creature and whose entire family quickly fell ill and died. The ensuing global drama activated health professionals in North America, Europe, and Africa in a desperate race against time to contain the viral wildfire. By the end—as the virus mutated into its deadliest form, and spread farther and faster than ever before—30,000 people would be infected, and the dead would be spread across eight countries on three continents.In this taut and suspenseful medical drama, Richard Preston deeply chronicles the outbreak, in which we saw for the first time the specter of Ebola jumping continents, crossing the Atlantic, and infecting people in America. Rich in characters and conflict—physical, emotional, and ethical—Crisis in the Red Zone is an immersion in one of the great public health calamities of our time.Preston writes of doctors and nurses in the field putting their own lives on the line, of government bureaucrats and NGO administrators moving, often fitfully, to try to contain the outbreak, and of pharmaceutical companies racing to develop drugs to combat the virus. He also explores the charged ethical dilemma over who should and did receive the rare doses of an experimental treatment when they became available at the peak of the disaster. Crisis in the Red Zone makes clear that the outbreak of 2013–2014 is a harbinger of further, more severe outbreaks, and of emerging viruses heretofore unimagined—in any country, on any continent. In our ever more interconnected world, with roads and towns cut deep into the jungles of equatorial Africa, viruses both familiar and undiscovered are being unleashed into more densely populated areas than ever before.The more we discover about the virosphere, the more we realize its deadly potential. Crisis in the Red Zone is an exquisitely timely book, a stark warning of viral outbreaks to come.",6113
We Are the Weather: Saving the Planet Begins at Breakfast,ISBN not found,Jonathan Safran Foer,"['Nonfiction', 'Science', 'Environment', 'Climate Change', 'Audiobook', 'Food', 'Politics']",3.70,15909,2424,288,Hardcover,"First published August 26, 2019","Some people reject the fact, overwhelmingly supported by scientists, that our planet is warming because of human activity. But do those of us who accept the reality of human-caused climate change truly believe it? If we did, surely we would be roused to act on what we know. Will future generations distinguish between those who didn’t believe in the science of global warming and those who said they accepted the science but failed to change their lives in response?In We Are the Weather, Jonathan Safran Foer explores the central global dilemma of our time in a surprising, deeply personal, and urgent new way. The task of saving the planet will involve a great reckoning with ourselves—with our all-too-human reluctance to sacrifice immediate comfort for the sake of the future. We have, he reveals, turned our planet into a farm for growing animal products, and the consequences are catastrophic. Only collective action will save our home and way of life. And it all starts with what we eat—and don’t eat—for breakfast.",5890
Never Enough: The Neuroscience and Experience of Addiction,ISBN not found,Judith Grisel,"['Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Health', 'Mental Health', 'Audiobook']",4.12,4321,579,243,Hardcover,"First published February 19, 2019","From a renowned behavioral neuroscientist and recovered drug addict, an authoritative and accessible guide to understanding drug addiction: clearly explained brain science and vivid personal stories reveal how addiction happens, show why specific drugs--from opioids to alcohol to coke and more--are so hard to kick, and illuminate the path to recovery for addicts, loved ones, caregivers, and crafters of public policy.Addiction is epidemic and catastrophic. With more than one in every five people over the age of fourteen addicted, drug abuse has been called the most formidable health problem worldwide. If we are not victims ourselves, we all know someone struggling with the merciless compulsion to alter their experience by changing how their brain functions.Drawing on years of research--as well as personal experience as a recovered addict--researcher and professor Judy Grisel has reached a fundamental conclusion: for the addict, there will never be enough drugs. The brain's capacity to learn and adapt is seemingly infinite, allowing it to counteract any regular disruption, including that caused by drugs. What begins as a normal state punctuated by periods of being high transforms over time into a state of desperate craving that is only temporarily subdued by a fix, explaining why addicts are unable to live either with or without their drug. One by one, Grisel shows how different drugs act on the brain, the kind of experiential effects they generate, and the specific reasons why each is so hard to kick.Grisel's insights lead to a better understanding of the brain's critical contributions to addictive behavior, and will help inform a more rational, coherent, and compassionate response to the epidemic in our homes and communities.",2899
Hacking Darwin: Genetic Engineering and the Future of Humanity,ISBN not found,Jamie Metzl,"['Science', 'Nonfiction', 'Biology', 'Genetics', 'Philosophy', 'Technology', 'Medicine']",4.01,3425,418,327,Hardcover,"First published April 23, 2019","Passionate, provocative, and highly illuminating, Hacking Darwin is the must read book about the future of our species for fans of Homo Deus and The Gene. After 3.8 billion years humankind is about to start evolving by new rules...From leading geopolitical expert and technology futurist Jamie Metzl comes a groundbreaking exploration of the many ways genetic-engineering is shaking the core foundations of our lives -- sex, war, love, and death.At the dawn of the genetics revolution, our DNA is becoming as readable, writable, and hackable as our information technology. But as humanity starts retooling our own genetic code, the choices we make today will be the difference between realizing breathtaking advances in human well-being and descending into a dangerous and potentially deadly genetic arms race.Enter the laboratories where scientists are turning science fiction into reality. Look towards a future where our deepest beliefs, morals, religions, and politics are challenged like never before and the very essence of what it means to be human is at play. When we can engineer our future children, massively extend our lifespans, build life from scratch, and recreate the plant and animal world, should we?",2275
Indistractable: How to Control Your Attention and Choose Your Life,ISBN not found,Nir   Eyal,"['Nonfiction', 'Self Help', 'Productivity', 'Psychology', 'Personal Development', 'Business', 'Audiobook']",3.75,21226,2262,290,Hardcover,"First published August 6, 2019","You sit down at your desk to work on an important project, but a notification on your phone interrupts your morning. Later, as you're about to get back to work, a colleague taps you on the shoulder to chat. At home, screens get in the way of quality time with your family. Another day goes by, and once again, your most important personal and professional goals are put on hold.  What would be possible if you followed through on your best intentions? What could you accomplish if you could stay focused and overcome distractions? What if you had the power to become ""indistractable""?  International best-selling author, former Stanford lecturer, and behavioral design expert, Nir Eyal, wrote Silicon Valley's handbook for making technology habit-forming. Five years after publishing Hooked, Eyal reveals distraction's Achilles' heel in his groundbreaking new book.  In Indistractable, Eyal reveals the hidden psychology driving us to distraction. He describes why solving the problem is not as simple as swearing off our devices: Abstinence is impractical and often makes us want more.  Eyal lays bare the secret of finally doing what you say you will do with a four-step, research-backed model. Indistractable reveals the key to getting the best out of technology, without letting it get the best of us.  Inside, Eyal overturns conventional wisdom and reveals: Why distraction at work is a symptom of a dysfunctional company culture - and how to fix it  What really drives human behavior and why ""time management is pain management""  Why your relationships (and your sex life) depend on you becoming indistractable  How to raise indistractable children in an increasingly distracting world Empowering and optimistic, Indistractable provides practical, novel techniques to control your time and attention - helping you live the life you really want.",2202
