title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
The Trayvon Generation,ISBN not found,Elizabeth Alexander,"Nonfiction, Essays, Race, History, Social Justice, Politics, Audiobook",4.36,"1,942",293,146,Hardcover,"First published April 5, 2022","From a Pulitzer Prize finalist and New York Times bestselling author and poet comes a galvanizing meditation on the power of art and culture to illuminate America's unresolved problem with race.*Named a Most Anticipated Title of 2022 by TIME magazine, New York Times, Bustle, and more*In the midst of civil unrest in the summer of 2020 and following the murders of George Floyd, Breonna Taylor, and Ahmaud Arbery, Elizabeth Alexander—one of the great literary voices of our time—turned a mother's eye to her sons’ and students’ generation and wrote a celebrated and moving reflection on the challenges facing young Black America. Originally published in the New Yorker, the essay incisively and lovingly observed the experiences, attitudes, and cultural expressions of what she referred to as the Trayvon Generation, who even as children could not be shielded from the brutality that has affected the lives of so many Black people. The Trayvon Generation expands the viral essay that spoke so resonantly to the persistence of race as an ongoing issue at the center of the American experience. Alexander looks both to our past and our future with profound insight, brilliant analysis, and mighty heart, interweaving her voice with groundbreaking works of art by some of our most extraordinary artists. At this crucial time in American history when we reckon with who we are as a nation and how we move forward, Alexander's lyrical prose gives us perspective informed by historical understanding, her lifelong devotion to education, and an intimate grasp of the visioning power of art. This breathtaking  book is essential reading and an expression of both the tragedies and hopes for the young people of this era that is sure to be embraced by those who are leading the movement for change and anyone rising to meet the moment. ",4548
Starry Messenger: Cosmic Perspectives on Civilization,ISBN not found,Neil deGrasse Tyson,"Science, Nonfiction, Philosophy, Audiobook, History, Space, Politics",4.12,"11,103","1,404",271,Hardcover,"First published September 20, 2022","Bringing his cosmic perspective to civilization on Earth, Neil deGrasse Tyson shines new light on the crucial fault lines of our time—war, politics, religion, truth, beauty, gender, and race—in a way that stimulates a deeper sense of unity for us all.In a time when our political and cultural views feel more polarized than ever, Tyson provides a much-needed antidote to so much of what divides us, while making a passionate case for the twin chariots of enlightenment—a cosmic perspective and the rationality of science.After thinking deeply about how science sees the world and about Earth as a planet, the human brain has the capacity to reset and recalibrates life’s priorities, shaping the actions we might take in response. No outlook on culture, society, or civilization remains untouched.With crystalline prose, Starry Messenger walks us through the scientific palette that sees and paints the world differently. From insights on resolving global conflict to reminders of how precious it is to be alive, Tyson reveals, with warmth and eloquence, an array of brilliant and beautiful truths that apply to us all, informed and enlightened by knowledge of our place in the universe.",4208
"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",ISBN not found,Patrick Radden Keefe,"Nonfiction, True Crime, History, Crime, Audiobook, Essays, Short Stories",4.01,"15,202","1,727",368,Hardcover,"First published June 28, 2022","From the prize-winning,  New York Times bestselling author of Say Nothing and Empire of Pain, twelve enthralling stories of skulduggery and intrigue by one of the most decorated journalists of our time.Patrick Radden Keefe has garnered prizes ranging from the National Magazine Award to the Orwell Prize to the National Book Critics Circle Award for his meticulously reported, hypnotically engaging work on the many ways people behave badly. Rogues brings together a dozen of his most celebrated articles from The New Yorker. As Keefe says in his preface, ""They reflect on some of my abiding preoccupations: crime and corruption, secrets and lies, the permeable membrane separating licit and illicit worlds, the bonds of family, the power of denial.""Keefe brilliantly explores the intricacies of forging $150,000 vintage wines, examines whether a whistleblower who dared to expose money laundering at a Swiss bank is a hero or a fabulist, spends time in Vietnam with Anthony Bourdain, chronicles the quest to bring down a cheerful international black market arms merchant, and profiles a passionate death penalty attorney who represents the ""worst of the worst,"" among other bravura works of literary journalism.The appearance of his byline in The New Yorker is always an event, and collected here for the first time readers can see his work forms an always enthralling but deeply human portrait of criminals and rascals, as well as those who stand up against them.",3646
The Song of the Cell: An Exploration of Medicine and the New Human,ISBN not found,Siddhartha Mukherjee,"Science, Nonfiction, Biology, Medicine, History, Health, Medical",4.29,"10,188","1,314",473,Hardcover,"First published October 25, 2022","Winner of the 2023 PROSE Award for Excellence in Biological and Life Sciences and the 2023 Chautauqua Prize!N amed a New York Times Notable Book and a Best Book of the Year by The Economist , Oprah Daily, BookPage, Book Riot, the New York Public Library, and more!In The Song of the Cell , the extraordinary author of the Pulitzer Prize–winning The Emperor of All Maladies and the #1 New York Times bestseller The Gene “blends cutting-edge research, impeccable scholarship, intrepid reporting, and gorgeous prose into an encyclopedic study that reads like a literary page-turner” ( Oprah Daily ).Mukherjee begins this magnificent story in the late 1600s, when a distinguished English polymath, Robert Hooke, and an eccentric Dutch cloth-merchant, Antonie van Leeuwenhoek looked down their handmade microscopes. What they saw introduced a radical concept that swept through biology and medicine, touching virtually every aspect of the two sciences, and altering both forever. It was the fact that complex living organisms are assemblages of tiny, self-contained, self-regulating units. Our organs, our physiology, our selves—hearts, blood, brains—are built from these compartments. Hooke christened them “ cells. ”The discovery of cells—and the reframing of the human body as a cellular ecosystem—announced the birth of a new kind of medicine based on the therapeutic manipulations of cells. A hip fracture, a cardiac arrest, Alzheimer’s dementia, AIDS, pneumonia, lung cancer, kidney failure, arthritis, COVID pneumonia—all could be reconceived as the results of cells, or systems of cells, functioning abnormally. And all could be perceived as loci of cellular therapies.Filled with writing so vivid, lucid, and suspenseful that complex science becomes thrilling, The Song of the Cell tells the story of how scientists discovered cells, began to understand them, and are now using that knowledge to create new humans. Told in six parts, and laced with Mukherjee’s own experience as a researcher, a doctor, and a prolific reader, The Song of the Cell is both panoramic and intimate—a masterpiece on what it means to be human.“In an account both lyrical and capacious, Mukherjee takes us through an evolution of human from the seventeenth-century discovery that humans are made up of cells to our cutting-edge technologies for manipulating and deploying cells for therapeutic purposes” ( The New Yorker).",3532
The Power of Regret: How Looking Backward Moves Us Forward,ISBN not found,Daniel H. Pink,"Nonfiction, Self Help, Psychology, Personal Development, Audiobook, Science, Business",3.84,"11,745","1,253",239,Hardcover,"First published February 1, 2022","From the #1 New York Times-bestselling author of When and Drive, a new book about the transforming power of our most misunderstood yet potentially most valuable emotion: regret.Everybody has regrets, Daniel H. Pink explains in The Power of Regret. They're a universal and healthy part of being human. And understanding how regret works can help us make smarter decisions, perform better at work and school, and bring greater meaning to our lives.Drawing on research in social psychology, neuroscience, and biology, Pink debunks the myth of the ""no regrets"" philosophy of life. And using the largest sampling of American attitudes about regret ever conducted as well as his own World Regret Survey--which has collected regrets from more than 15,000 people in 105 countries--he lays out the four core regrets that each of us has. These deep regrets offer compelling insights into how we live and how we can find a better path forward.As he did in his bestsellers Drive, When,  and A Whole New Mind,  Pink lays out a dynamic new way of thinking about regret and frames his ideas in ways that are clear, accessible, and pragmatic. Packed with true stories of people's regrets as well as practical takeaways for reimagining regret as a positive force, The Power of Regret shows how we can live richer, more engaged lives.",3513
"Visual Thinking: The Hidden Gifts of People Who Think in Pictures, Patterns, and Abstractions",ISBN not found,Temple Grandin,"Nonfiction, Psychology, Science, Self Help, Autistic Spectrum Disorder, Education, Audiobook",3.63,"2,405",378,340,Hardcover,"First published October 1, 2022","A landmark book that reveals, celebrates, and advocates for the special minds and contributions of visual thinkersA quarter of a century after her memoir, Thinking in Pictures, forever changed how the world understood autism, Temple Grandin—the “anthropologist on Mars,” as Oliver Sacks dubbed her—transforms our awareness of the different ways our brains are wired. Do you have a keen sense of direction, a love of puzzles, the ability to assemble furniture without crying? You are likely a visual thinker.With her genius for demystifying science, Grandin draws on cutting-edge research to take us inside visual thinking. Visual thinkers constitute a far greater proportion of the population than previously believed, she reveals, and a more varied one, from the photo-realistic object visualizers like Grandin herself, with their intuitive knack for design and problem solving, to the abstract, mathematically inclined “visual spatial” thinkers who excel in pattern recognition and systemic thinking. She also makes us understand how a world increasingly geared to the verbal tends to sideline visual thinkers, screening them out at school and passing over them in the workplace. Rather than continuing to waste their singular gifts, driving a collective loss in productivity and innovation, Grandin proposes new approaches to educating, parenting, employing, and collaborating with visual thinkers. In a highly competitive world, this important book helps us see, we need every mind on board.",3469
Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,ISBN not found,Johann Hari,"Nonfiction, Psychology, Self Help, Science, Audiobook, Productivity, Personal Development",4.24,"50,345","5,835",357,Hardcover,"First published January 6, 2022","Our ability to pay attention is collapsing. From the New York Times bestselling author of Chasing the Scream and Lost Connections comes a groundbreaking examination of why this is happening--and how to get our attention back. In the United States, teenagers can focus on one task for only sixty-five seconds at a time, and office workers average only three minutes. Like so many of us, Johann Hari was finding that constantly switching from device to device and tab to tab was a diminishing and depressing way to live. He tried all sorts of self-help solutions--even abandoning his phone for three months--but nothing seemed to work. So Hari went on an epic journey across the world to interview the leading experts on human attention--and he discovered that everything we think we know about this crisis is wrong.We think our inability to focus is a personal failure to exert enough willpower over our devices. The truth is even more disturbing: our focus has been stolen by powerful external forces that have left us uniquely vulnerable to corporations determined to raid our attention for profit. Hari found that there are twelve deep causes of this crisis, from the decline of mind-wandering to rising pollution, all of which have robbed some of our attention. In Stolen Focus,  he introduces readers to Silicon Valley dissidents who learned to hack human attention, and veterinarians who diagnose dogs with ADHD. He explores a favela in Rio de Janeiro where everyone lost their attention in a particularly surreal way, and an office in New Zealand that discovered a remarkable technique to restore workers' productivity.Crucially, Hari learned how we can reclaim our focus--as individuals, and as a society--if we are determined to fight for it. Stolen Focus will transform the debate about attention and finally show us how to get it back.",3257
South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,ISBN not found,Imani Perry,"Nonfiction, History, Race, Memoir, Travel, Audiobook, Politics",3.97,"6,429","1,012",410,Hardcover,"First published January 25, 2022","An essential, surprising journey through the history, rituals, and landscapes of the American South—and a revelatory argument for why you must understand the South in order to understand AmericaWe all think we know the South. Even those who have never lived there can rattle off a list of signifiers: the Civil War, Gone with the Wind, the Ku Klux Klan, plantations, football, Jim Crow, slavery. But the idiosyncrasies, dispositions, and habits of the region are stranger and more complex than much of the country tends to acknowledge. In South to America, Imani Perry shows that the meaning of American is inextricably linked with the South, and that our understanding of its history and culture is the key to understanding the nation as a whole.This is the story of a Black woman and native Alabaman returning to the region she has always called home and considering it with fresh eyes. Her journey is full of detours, deep dives, and surprising encounters with places and people. She renders Southerners from all walks of life with sensitivity and honesty, sharing her thoughts about a troubling history and the ritual humiliations and joys that characterize so much of Southern life.Weaving together stories of immigrant communities, contemporary artists, exploitative opportunists, enslaved peoples, unsung heroes, her own ancestors, and her lived experiences, Imani Perry crafts a tapestry unlike any other. With uncommon insight and breathtaking clarity, South to America offers an assertion that if we want to build a more humane future for the United States, we must center our concern below the Mason-Dixon Line.",3116
A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,ISBN not found,Neil Bradbury,"Nonfiction, True Crime, Science, History, Audiobook, Crime, Medicine",4.12,"6,989","1,163",304,Hardcover,"First published February 1, 2022","A brilliant blend of science and crime, 
'A TASTE FOR POISON'
 reveals how eleven notorious poisons affect the body - through the murders in which they were used.As any listener or reader of murder mysteries can tell you, poison is one of the most enduring - and popular - weapons of choice for a scheming murderer. It can be slipped into a drink, smeared onto the tip of an arrow or the handle of a door, even filtered through the air we breathe. But how exactly do these poisons work to break our bodies down, and what can we learn from the damage they inflict?In a fascinating blend of popular science, medical history, and true crime, Dr. Neil Bradbury explores this most morbidly captivating method of murder from a cellular level. Alongside real-life accounts of murderers and their crimes - some notorious, some forgotten, some still unsolved - are the equally compelling stories of the poisons involved: eleven molecules of death that work their way through the human body and, paradoxically, illuminate the way in which our bodies function.Drawn from historical records and current news headlines, A Taste for Poison weaves together the tales of spurned lovers, shady scientists, medical professionals and political assassins to show how the precise systems of the body can be impaired to lethal effect through the use of poison. From the deadly origins of the gin and tonic cocktail to the arsenic-laced wallpaper in Napoleon’s bedroom, 
'A TASTE FOR POISON'
 leads listeners on a riveting tour of the intricate, complex systems that keep us alive - or don’t.",3034
Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,ISBN not found,Tiago Forte,"Productivity, Nonfiction, Self Help, Personal Development, Business, Psychology, Technology",4.07,"15,533","1,567",272,Hardcover,"First published June 14, 2022",">For the first time in history, we have instantaneous access to the world’s knowledge. There has never been a better time to learn, to contribute, and to improve ourselves. Yet, rather than feeling empowered, we are often left feeling overwhelmed by this constant influx of information. The very knowledge that was supposed to set us free has instead led to the paralyzing stress of believing we’ll never know or remember enough. Now, this eye-opening and accessible guide shows how you can easily create your own personal system for knowledge management, otherwise known as a Second Brain. As a trusted and organized digital repository of your most valued ideas, notes, and creative work synced across all your devices and platforms, a Second Brain gives you the confidence to tackle your most important projects and ambitious goals.  Discover the full potential of your ideas and translate what you know into more powerful, more meaningful improvements in your work and life by Building a Second Brain.",1751
I’m Glad My Mom Died,ISBN not found,Jennette McCurdy,"Nonfiction, Memoir, Audiobook, Biography, Mental Health, Autobiography, Adult",4.47,"972,693","102,957",304,Hardcover,"First published August 9, 2022","A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life.Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income.In I’m Glad My Mom Died , Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly , she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants.Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",202606
"Madly, Deeply: The Diaries of Alan Rickman",ISBN not found,Alan Rickman,"Nonfiction, Biography, Memoir, Autobiography, Audiobook, Biography Memoir, Diary",3.59,"12,316","2,509",469,Hardcover,"First published October 4, 2022","
Madly Deeply 
 is a rare invitation into the mind of Alan Rickman—one of the most magnetic, beloved performers of our time.From his breakout role in Die Hard to his outstanding, multifaceted performances in the Harry Potter films, Galaxy Quest, Robin Hood: Prince of Thieves, and more, Alan Rickman cemented his legacy as a world-class actor. His air of dignity, his sonorous voice, and the knowing wit he brought to each role continue to captivate audiences today.But Rickman’s ability to breathe life into projects wasn't confined to just his performances. As you'll find, Rickman's diaries detail the extraordinary and the ordinary, flitting between worldly and witty and gossipy, while remaining utterly candid throughout. He takes us inside his home, on trips with friends across the globe, and on the sets of films and plays ranging from Sense and Sensibility, to Noël Coward's Private Lives, to the final film he directed, A Little Chaos.Running from 1993 to his death in 2016, the diaries provide singular insight into Rickman's public and private life. Reading them is like listening to Rickman chatting to a close companion. Meet Rickman the consummate professional actor, but also the friend, the traveler, the fan, the director, the enthusiast; in short, the man beyond the icon.Madly, Deeply features a photo insert, a foreword by Emma Thompson, and an afterword by Rima Horton.",40603
Finding Me,ISBN not found,Viola Davis,"Nonfiction, Memoir, Audiobook, Biography, Autobiography, Biography Memoir, Adult",4.56,"116,759","15,410",304,Hardcover,"First published April 26, 2022","In my book, you will meet a little girl named Viola who ran from her past until she made a life-changing decision to stop running forever.This is my story, from a crumbling apartment in Central Falls, Rhode Island, to the stage in New York City, and beyond. This is the path I took to finding my purpose but also my voice in a world that didn’t always see me.As I wrote Finding Me, my eyes were open to the truth of how our stories are often not given close examination. We are forced to reinvent them to fit into a crazy, competitive, judgmental world. So I wrote this for anyone running through life untethered, desperate and clawing their way through murky memories, trying to get to some form of self-love. For anyone who needs reminding that a life worth living can only be born from radical honesty and the courage to shed facades and be . . . you.Finding Me is a deep reflection, a promise, and a love letter of sorts to self. My hope is that my story will inspire you to light up your own life with creative expression and rediscover who you were before the world put a label on you.",32842
"Friends, Lovers, and the Big Terrible Thing",ISBN not found,Matthew  Perry,"Nonfiction, Audiobook, Memoir, Biography, Autobiography, Biography Memoir, Mental Health",3.90,"252,253","28,929",250,Hardcover,"First published November 1, 2022","“Hi, my name is Matthew, although you may know me by another name. My friends call me Matty. And I should be dead.”So begins the riveting story of acclaimed actor Matthew Perry, taking us along on his journey from childhood ambition to fame to addiction and recovery in the aftermath of a life-threatening health scare. Before the frequent hospital visits and stints in rehab, there was five-year-old Matthew, who traveled from Montreal to Los Angeles, shuffling between his separated parents; fourteen-year-old Matthew, who was a nationally ranked tennis star in Canada; twenty-four-year-old Matthew, who nabbed a coveted role as a lead cast member on the talked-about pilot then called Friends Like Us. . . and so much more.In an extraordinary story that only he could tell—and in the heartfelt, hilarious, and warmly familiar way only he could tell it—Matthew Perry lays bare the fractured family that raised him (and also left him to his own devices), the desire for recognition that drove him to fame, and the void inside him that could not be filled even by his greatest dreams coming true. But he also details the peace he’s found in sobriety and how he feels about the ubiquity of Friends, sharing stories about his castmates and other stars he met along the way. Frank, self-aware, and with his trademark humor, Perry vividly depicts his lifelong battle with addiction and what fueled it despite seemingly having it all.Friends, Lovers, and the Big Terrible Thing is an unforgettable memoir that is both intimate and eye-opening—as well as a hand extended to anyone struggling with sobriety. Unflinchingly honest, moving, and uproariously funny, this is the book fans have been waiting for.",30901
We Were Dreamers: An Immigrant Superhero Origin Story,ISBN not found,Simu Liu,"Nonfiction, Memoir, Audiobook, Biography, Autobiography, Biography Memoir, Canada",4.36,"25,530","3,545",289,Hardcover,"First published May 17, 2022","Marvel's newest recruit shares his own inspiring and unexpected origin story, from China to the bright lights of Hollywood. An immigrant who battles everything from parental expectations to cultural stereotypes, Simu Liu struggles to forge a path for himself, rising from the ashes of a failed accounting career (yes, you read that right) to become Shang-Chi.Our story begins in the city of Harbin, where Simu's parents have left him in the care of his grandparents while they seek to build a future for themselves in Canada. One day, a mysterious stranger shows up at the door; it's Simu's father, who whisks him away from the only home he had ever known and to the land of opportunity and maple syrup. Life in the new world, however, is not all that it was cracked up to be; Simu's new guardians lack the gentle touch of his grandparents, resulting in harsh words and hurt feelings. His parents, on the other hand, find their new son emotionally distant and difficult to relate to - although they are related by blood, they are separated by culture, language, and values. As Simu grows up, he plays the part of the pious son well; he gets A's, crushes national math competitions, and makes his parents proud. But as time goes on, he grows increasingly disillusioned with the expectations placed on his shoulders, and finds it harder and harder to keep up the charade. Barely a year out of college, his life hits rock bottom when he is laid off from his first job as an accountant. Unemployed, riddled with shame and with nothing left to lose, Simu finds an ad on Craigslist that will send him on a wildly unexpected journey, into the mysterious world of show business. Through a swath of rejections and comical mishaps, it is ultimately Simu's determination to carve out a path for himself that leads him to not only succeed as an actor, but also open the door to reconciling with his parents. After all, the courage to pursue his ambitions at all costs is something that he inherited from his parents, who themselves defied impossible odds in order to come to Canada.We Were Dreamers is more than a celebrity memoir - it's a story about growing up between cultures, finding your family, and becoming the master of your own extraordinary circumstance.",16691
What My Bones Know: A Memoir of Healing from Complex Trauma,ISBN not found,Stephanie Foo,"Nonfiction, Memoir, Psychology, Mental Health, Audiobook, Self Help, Biography",4.52,"43,338","5,727",352,Hardcover,"First published February 22, 2022","A searing memoir of reckoning and healing by acclaimed journalist Stephanie Foo,  investigating the little-understood science behind complex PTSD and how it has shaped her life""Every cell in my body is filled with the code of generations of trauma, of death, of birth, of migration, of history that I cannot understand. . . . I want to have words for what my bones know.""By age thirty, Stephanie Foo was successful on paper: She had her dream job as an award-winning radio producer at This American Life and a loving boyfriend. But behind her office door, she was having panic attacks and sobbing at her desk every morning. After years of questioning what was wrong with herself, she was diagnosed with complex PTSD--a condition that occurs when trauma happens continuously, over the course of years.Both of Foo's parents abandoned her when she was a teenager, after years of physical and verbal abuse and neglect. She thought she'd moved on, but her new diagnosis illuminated the way her past continued to threaten her health, relationships, and career. She found limited resources to help her, so Foo set out to heal herself, and to map her experiences onto the scarce literature about C-PTSD.In this deeply personal and thoroughly researched account, Foo interviews scientists and psychologists and tries a variety of innovative therapies. She returns to her hometown of San Jose, California, to investigate the effects of immigrant trauma on the community, and she uncovers family secrets in the country of her birth, Malaysia, to learn how trauma can be inherited through generations. Ultimately, she discovers that you don't move on from trauma--but you can learn to move with it.Powerful, enlightening, and hopeful,  What My Bones Know is a brave narrative that reckons with the hold of the past over the present, the mind over the body--and examines one woman's ability to reclaim agency from her trauma.",10026
Mean Baby: A Memoir of Growing Up,ISBN not found,Selma Blair,"Memoir, Nonfiction, Audiobook, Biography, Biography Memoir, Autobiography, Mental Health",3.93,"20,660","2,191",320,Hardcover,"First published May 17, 2022","The first story Selma Blair Beitner ever heard about herself is that she was a mean, mean baby. With her mouth pulled in a perpetual snarl and a head so furry it had to be rubbed to make way for her forehead, Selma spent years living up to her terrible reputation: biting her sisters, lying spontaneously, getting drunk from Passover wine at the age of seven, and behaving dramatically so that she would be the center of attention. Although Selma went on to become a celebrated Hollywood actress and model, she could never quite shake the periods of darkness that overtook her, the certainty that there was a great mystery at the heart of her life. She often felt like her arms might be on fire, a sensation not unlike electric shocks, and she secretly drank to escape. Over the course of this beautiful and, at times, devasting memoir, Selma lays bare her addiction to alcohol, her devotion to her brilliant and complicated mother, and the moments she flirted with death. There is brutal violence, passionate love, true friendship, the gift of motherhood, and, finally, the surprising salvation of a multiple sclerosis diagnosis. In a voice that is powerfully original, fiercely intelligent, and full of hard-won wisdom, Selma Blair’s Mean Baby is a deeply human memoir and a true literary achievement. .",7882
Solito,ISBN not found,Javier Zamora,"Memoir, Nonfiction, Audiobook, Biography, Biography Memoir, Autobiography, Adult",4.49,"40,908","5,184",384,Hardcover,"First published September 6, 2022","A young poet tells the story of his harrowing migration from El Salvador to the United States at the age of nine in this memoir.Trip. My parents started using that word about a year ago--""one day, you'll take a trip to be with us. Like an adventure.""Javier's adventure is a three-thousand-mile journey from his small town in El Salvador, through Guatemala and Mexico, and across the U.S. border. He will leave behind his beloved aunt and grandparents to reunite with a mother who left four years ago and a father he barely remembers. Traveling alone except for a group of strangers and a coyote hired to lead them to safety, Javier's trip is supposed to last two short weeks.At nine years old, all Javier can imagine is rushing into his parents' arms, snuggling in bed between them, living under the same roof again. He does not see the perilous boat trips, relentless desert treks, pointed guns, arrests and deceptions that await him; nor can he know that those two weeks will expand into two life-altering months alongside a group of strangers who will come to encircle him like an unexpected family.",7706
Funny Farm: My Unexpected Life with 600 Rescue Animals,ISBN not found,Laurie Zaleski,"Nonfiction, Memoir, Animals, Biography, Biography Memoir, Nature, Audiobook",4.28,"7,509","1,223",256,Hardcover,"First published February 22, 2022","An inspiring and moving memoir of the author's turbulent life with 600 rescue animals. Laurie Zaleski never aspired to run an animal rescue; that was her mother Annie's dream. But from girlhood, Laurie was determined to make the dream come true. Thirty years later as a successful businesswoman, she did it, buying a 15-acre farm deep in the Pinelands of South Jersey. She was planning to relocate Annie and her caravan of ragtag rescues—horses and goats, dogs and cats, chickens and pigs—when Annie died, just two weeks before moving day. In her heartbreak, Laurie resolved to make her mother's dream her own. In 2001, she established the Funny Farm Animal Rescue outside Mays Landing, New Jersey. Today, she carries on Annie's mission to save abused and neglected animals. Funny Farm is Laurie's story: of promises kept, dreams fulfilled, and animals lost and found. It's the story of Annie McNulty, who fled a nightmarish marriage with few skills, no money and no resources, dragging three kids behind her, and accumulating hundreds of cast-off animals on the way. And lastly, it's the story of the brave, incredible, and adorable animals that were rescued.",7697
Year of the Tiger: An Activist's Life,ISBN not found,Alice  Wong,"Nonfiction, Memoir, Disability, Essays, Social Justice, Feminism, Activism",4.26,"2,722",442,376,Paperback,"First published September 6, 2022","From the founder and director of the Disability Visibility Project, and the editor of the acclaimed anthology Disability Visibility, a genre-bending memoir in essays offers a glimpse into an activist's journey to finding and cultivating community and the continued fight for disability rights.In Chinese culture, the tiger is deeply revered for its beauty and ferocity and symbolizes power, bravery, and protection. That same fighting spirit resides in Alice Wong.Drawing on a collection of original essays, previously published work, conversations, graphics, photos, commissioned art by disabled and Asian American artists, and more, Alice uses her unique voice and talent to share a raw and multifaceted impressionistic collage of her life as an Asian American disability rights activist, community builder, and media maker. From her love of good food and pop culture to her unwavering commitment to speaking out against the often complex and overlooked ways inequities and injustices play out in an ableist society, Alice tells her story and creates a space to hear from other disability activists through enriching conversations. From a world-class activist and storyteller, Alice's Year of the Tiger offers humor and wisdom, and encourages us to do better.",5693
In Love: A Memoir of Love and Loss,ISBN not found,Amy Bloom,"Memoir, Nonfiction, Audiobook, Biography, Biography Memoir, Death, Health",4.27,"21,250","2,689",240,Hardcover,"First published March 8, 2022","This powerful memoir by New York Times bestselling author Amy Bloom is an illuminating story of two people whose love leads them to find a courageous way to part--and of a woman's struggle to go forward in the face of loss. Amy Bloom began to notice changes in her husband, Brian: He retired early from a new job he loved; he withdrew from close friendships; he talked mostly about the past. Suddenly, it seemed there was a glass wall between them, and their long walks and talks stopped. Their world was altered forever when an MRI confirmed what they could no longer ignore: Brian had Alzheimer's disease.Forced to confront the truth of the diagnosis and its impact on the future he had envisioned, Brian was determined to die on his feet, not live on his knees. Supporting each other in their last journey together, Brian and Amy made the unimaginably difficult and painful decision to go to Dignitas, an organization based in Switzerland that empowers a person to end their own life with dignity and peace.In this heartbreaking and surprising memoir, Bloom sheds light on a part of life we so often shy away from discussing--its ending. Written in Bloom's captivating, insightful voice and with her trademark wit and candor, In Love is an unforgettable portrait of a beautiful marriage, and a boundary-defying love.",1991
"Bomb Shelter: Love, Time, and Other Explosives",ISBN not found,Mary Laura Philpott,"Memoir, Nonfiction, Essays, Audiobook, Biography Memoir, Biography, Short Stories",4.00,"8,920","1,395",288,Hardcover,"First published April 12, 2022","From the bestselling author of I Miss You When I Blink comes a poignant and powerful memoir that tackles the big questions of life, death, and existential fear with humor and hope.As a daughter, mother, and friend, Mary Laura Philpott considered herself an “anxious optimist”—a natural worrier with a stubborn sense of good cheer. And while she didn’t really think she had any sort of magical protective powers, she believed in her heart that as long as she loved her people enough, she could keep them safe. Then, in the early hours of one dark morning at home, her belief was upended. In the months that followed, she turned to poignant memories, priceless stories, and a medley of coping mechanisms (with comically mixed success) to regain her equilibrium and find meaning in everyday wonders.Hailed by The Washington Post as “Nora Ephron, Erma Bombeck, Jean Kerr, and Laurie Colwin all rolled into one,” Philpott tackles the big questions of life, death, and existential fear—not to mention the lessons of an inscrutable backyard turtle—with hope, humor, and joy.",1887
Token Black Girl: A Memoir,ISBN not found,Danielle Prescod,"Nonfiction, Memoir, Biography, Race, Autobiography, Audiobook, Biography Memoir",3.93,"6,068",666,256,Hardcover,"First published October 1, 2022","Racial identity, pop culture, and delusions of perfection collide in an eye-opening and refreshingly frank memoir by fashion and beauty insider Danielle Prescod.Danielle Prescod grew up Black in an elite and overwhelmingly white community, her identity made more invisible by the whitewashed movies, television, magazines, and books she and her classmates voraciously consumed. Danielle took her cue from the world around her and aspired to shrink her identity into that box, setting increasingly poisonous goals. She started painful and damaging chemical hair treatments in elementary school, began depriving herself of food when puberty hit, and tried to control her image through the most unimpeachable, impeccable fashion choices.Those obsessions led her to relentlessly pursue a career in beauty and fashion—the eye of the racist and sexist beauty standard storm. Assimilating was hard, but she was practiced. And she was an asset. Their “Token Black Girl.” Toxic, sure. But Danielle was striving to achieve social cache and working her way up the ladder of coveted media jobs, and she looked great, right? So what if she had to endure executives’ questions like “What was it like to drive to school from the ghetto?” Or coworkers’ eager curiosity to know if her parents were on welfare. But after decades of burying her emotions, resentment, and true self, Danielle turned a critical eye inward and confronted the factors that motivated her self-destructive behaviors.Sharp witted and bracingly candid, Token Black Girl unpacks the adverse effects of insidious white supremacy in the media—both unconscious and strategic—to tell a personal story about recovery from damaging concepts of perfection, celebrating identity, and demolishing social conditioning.",1757
